Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	model_prediction	bertscore_precision	bertscore_recall	bertscore_f1	comet22_score	cometkiwi_score	xcomet_score
criollo	substantief	1.0	34123	34124	iemand die afstamt van Europese kolonisten in Latijns-Amerika	afstammeling van Europese kolonisten	afstammeling van Europese kolonisten die zich in Suriname gevestigd hebben	0.7997890114784241	0.7679927945137024	0.7835684418678284	0.7688159346580505	0.6130349040031433	0.5601159334182739
criollo	substantief	2.0	34123	34125	Zuid-Amerikaans rijpaard dat onder andere door gaucho's in Argentinië gebruikt wordt op veeranches, maar dat ook als sportpaard gebruikt wordt, vooral voor langeafstandsritten en westernrijden	Zuid-Amerikaans paardenras	Zuid-Amerikaans paardenras dat behoort tot het ras Criollo	0.7446191310882568	0.6541067361831665	0.6964343786239624	0.5410258173942566	0.574922502040863	0.4088413715362549
crisis-cao	substantief	1.0	203214	203224	collectieve arbeidsovereenkomst (cao) die is afgesloten in een economisch zware tijd, waarin vaak een beperkte looptijd, een gematigde loonsverhoging en maatregelen om de werkgelegenheid te behouden worden vastgesteld	cao in crisistijd	cao die wordt afgesloten in tijden van economische crisis	0.7829086184501648	0.6500751972198486	0.7103351950645447	0.40223726630210876	0.6083413362503052	0.8896234035491943
cruiseschip	substantief	1.0	34297	34298	schip dat ingericht is en gebruikt wordt om cruises te ondernemen	schip voor cruises	schip dat bestemd is voor cruises	0.8544445633888245	0.789560079574585	0.8207219243049622	0.8109959959983826	0.8216175436973572	0.9602354764938354
cryomeren	werkwoord	1.0	225815	225825	bevriezen, in vloeibare stikstof onderdompelen en vervolgens door kleine trillingen uiteen doen vallen	bevriezen en uiteen doen vallen	bevriezen en uiteen doen vallen	0.8777284622192383	0.7155437469482422	0.7883814573287964	0.5453976988792419	0.5859655737876892	0.8735228776931763
cuckooing	substantief	1.0	986895	986897	praktijk waarbij criminelen zonder toestemming iemands woning overnemen voor illegale activiteiten zoals drugshandel	illegale woningovername	illegale overname van een woning door een crimineel, meestal een crimineel	0.7495335936546326	0.7270318269729614	0.7381112575531006	0.525709331035614	0.39260080456733704	0.5361772775650024
cultuurloosheid	substantief	1.0	212362	212363	het geen aandacht hebben voor of blijk geven van cultuur	het cultuurloos zijn	het niet beschikken over een bepaalde cultuur	0.7865554690361023	0.7498085498809814	0.7677425146102905	0.696264386177063	0.7501667737960815	0.8424928188323975
cultuurloterij	substantief	1.0	307603	307604	loterij waarvan de opbrengst geheel ten goede komt aan de cultuursector, vooral bedoeld om de cultuursector een andere bron van inkomsten te geven naast die van vaak tegenvallende subsidies	loterij voor de cultuursector	loterij die speciaal bestemd is voor de cultuursector	0.8045183420181274	0.6855871677398682	0.740306556224823	0.7202890515327454	0.7899059057235718	0.9328480958938599
cum laude	bijwoord	2.0	467718	664191	op uitmuntende wijze	uitermate goed	uitermate goed	0.7423957586288452	0.7402478456497192	0.7413202524185181	0.7812010049819946	0.7122812271118164	0.8995441198348999
cum laude	substantief	1.1	467718	664611	"""eervolle vermelding """"met lof"""" bij het afronden van een studie of promotie"""	eervolle vermelding	eervolle vermelding in een wetenschappelijke publicatie	0.8293811082839966	0.7267777919769287	0.774696946144104	0.6319917440414429	0.7172665596008301	0.6706362962722778
cumulonimbus	substantief	1.0	34597	34598	wolk met een grote verticale uitbreiding, soms tot 15 km, die naar boven toe de vorm van een aambeeld heeft, en die veel neerslag bevat en vaak een elektrische lading die onweer veroorzaakt	onweerswolk	onweerswolk die zich verspreidt over het oppervlak van de aarde en die zich vooral in de noordelijke helft van de aarde bevindt	0.7115505933761597	0.6881730556488037	0.6996666193008423	0.5767242312431335	0.570485532283783	0.3351302444934845
CVS	substantief	1.0	34725	34726	ernstige vermoeiheidsklachten die langer dan zes maanden aanhouden en waarvoor geen duidelijke verklaring is	chronischevermoeidheidssyndroom	chronische vermoeidheidssyndroom, chronische vermoeidheidsziekte waarbij iemand vaak zeer vermoeid is	0.734373152256012	0.672682523727417	0.702175498008728	0.5560429096221924	0.6765744090080261	0.8041086196899414
CVS	substantief	2.0	34725	34727	computervisiesyndroom, syndroom dat zich kenmerkt door het gebrekkig functioneren van de ogen en hoofdpijn als gevolg van overmatig computergebruik	computervisiesyndroom	syndroom waarbij iemand met een computervisiestoornis problemen heeft met het lezen van tekst en afbeeldingen	0.7587267160415649	0.7204331755638123	0.7390843033790588	0.7177544832229614	0.7445245981216431	0.740697979927063
cyanide	substantief	1.0	34740	34741	chemische verbinding die een CN-groep bevat, een drievoudige binding van koolstof en stikstof, en die uiterst giftig is	giftige chemische verbinding	chemische verbinding met een zeer giftige werking	0.7982721924781799	0.6907745599746704	0.7406430840492249	0.6272457242012024	0.7899812459945679	0.9217982292175293
cyberchondrie	substantief	1.0	312831	312852	ziekelijke aandoening waarbij iemand zijn ziektebeelden opzoekt op internet en daarna denkt dat hij lijdt aan een ernstige ziekte	hypochondrie door ziektebeelden te googelen	hypochondrie die ontstaat door het googelen van ziektebeelden op internet	0.735579252243042	0.7168192267417908	0.7260780334472656	0.611907958984375	0.6489546298980713	0.8728455305099487
cybercop	substantief	1.0	256890	256891	iemand die zich in opdracht van de politie bezighoudt met het opsporen van strafbare feiten en criminaliteit die op of met behulp van het internet wordt gepleegd	internetrechercheur	iemand die zich voor zijn beroep bezighoudt met het onderzoek naar computercriminaliteit	0.8097600936889648	0.730883777141571	0.7683027982711792	0.7445180416107178	0.6877209544181824	0.6024919748306274
cyberseks	substantief	1.0	34766	313576	seksuele handelingen of fantasieën die niet in het echte leven plaatsvinden of beleefd worden, maar via of op het internet, meestal tussen twee personen, bijvoorbeeld via een webcam	seks op of via internet	seksueel contact op of via het internet	0.8181744813919067	0.6535466909408569	0.7266529202461243	0.5109066367149353	0.7660211324691772	0.6558654308319092
cytologie	substantief	1.0	34824	34825	deelwetenschap van de biologie met de cel als voorwerp van onderzoek	celbiologie	wetenschap die zich bezighoudt met de biologie van het menselijk lichaam	0.7529479265213013	0.7536433339118958	0.7532954216003418	0.8148716688156128	0.7665024399757385	0.6754977703094482
daas	substantief	A.1.0	34999	35000	grote vlieg, waarvan de vrouwtjes met hun zuigsnuit steken om bloed te drinken	steekvlieg	steekvlieg met een donkere vacht, een donkere vlek op de rug en een donkere vlek op de vleugels, die voorkomt in tropische en subtropische gebieden	0.6503790616989136	0.6877968311309814	0.6685647964477539	0.45513132214546204	0.5950599908828735	0.46069201827049255
dabben	werkwoord	1.0	406974	898925	een dansbeweging maken waarbij iemand de ene arm buigt en tegelijkertijd zijn hoofd laat zakken en zijn neus naar de binnenkant van die arm beweegt en de andere arm in dezelfde richting diagonaal omhoogsteekt	de dansbeweging dab doen	de dansbeweging dab doen	0.7425234913825989	0.535541832447052	0.6222723722457886	0.2503494322299957	0.48988616466522217	0.48375171422958374
daderkennis	substantief	1.0	308583	308584	kennis omtrent een bepaald misdrijf die alleen de dader van dit misdrijf kan hebben	kennis over een misdrijf	kennis die iemand heeft over de dader van een misdrijf	0.8528808951377869	0.8352042436599731	0.8439500331878662	0.6757552027702332	0.6558047533035278	0.8916460871696472
daderprofiel	substantief	1.0	251162	251163	profiel van een dader van een misdrijf, meestal opgesteld aan de hand van getuigenverklaringen	profiel van een misdadiger	profiel van een misdadiger, beschouwd in zijn totaliteit als profiel van een misdadiger	0.7559106349945068	0.7199183702468872	0.737475574016571	0.5871014595031738	0.47533878684043884	0.7650070786476135
dag des oordeels	substantief	1.0	317378	912958	dag van het Laatste Oordeel, waarop in het christelijk geloof God als opperste rechter goeden en kwaden zal scheiden en de goeden in de hemel worden opgenomen, terwijl de kwaden door de duivels definitief naar de hel worden afgevoerd	dag van het Laatste Oordeel	dag waarop het Laatste Oordeel wordt uitgevaardigd	0.7829639315605164	0.6638531684875488	0.7185055017471313	0.42489510774612427	0.8124715089797974	0.8551350831985474
daghandelaar	substantief	1.0	270288	270289	effectenhandelaar die op dezelfde dag koopt en verkoopt	type effectenhandelaar	iemand die zich voor zijn beroep bezighoudt met het dagelijks handelen in effecten	0.6771975755691528	0.6892113089561462	0.6831516623497009	0.4822203814983368	0.6574980616569519	0.8474167585372925
dagobertducktaks	substantief	1.0	577870	577882	belasting geheven over het vermogen van zeer rijke mensen	belasting voor rijken	belasting die wordt geheven op de rijken	0.8311310410499573	0.8218454122543335	0.8264621496200562	0.7002796530723572	0.41835615038871765	0.9177641868591309
dalmatiër	substantief	1.0	35301	35302	hond met een vrij grote, slanke gestalte, een lange snuit met een donkere neus, grote, afhangende oren en een vacht die meestal een onregelmatig zwart vlekkenpatroon vertoont op een witte achtergrond	hond met zwartgevlekte witte vacht	hond met een zwartgevlekte witte vacht en een witte kop	0.8496649265289307	0.7543229460716248	0.799160361289978	0.6014003157615662	0.6301559209823608	0.43696334958076477
dalmatiër	substantief	2.0	35301	196100	iemand die afkomstig is uit Dalmatië	iemand uit Dalmatië	iemand die behoort tot het Dalmatische volk	0.8587043285369873	0.8744586706161499	0.8665099143981934	0.7957107424736023	0.8304271101951599	0.9568822383880615
dameskleding	substantief	1.0	35358	35359	kleding die gedragen wordt of bestemd is voor vrouwen	kleding bestemd voor vrouwen	kleding die bestemd is voor vrouwen	0.9391332268714905	0.8667882084846497	0.9015116691589355	0.8642836213111877	0.7993353605270386	0.9666694402694702
danceparty	substantief	1.0	35417	35418	party in een club of andere uitgaansgelegenheid, waar op elektronische muziek, meestal dance, gedanst wordt	party met elektronische muziek	party waarop elektronische muziek wordt gedraaid	0.8341336250305176	0.7048332691192627	0.7640516757965088	0.671572208404541	0.7072058320045471	0.8798190951347351
dansleraar	substantief	1.0	35528	35529	het beroep van dansleraar man die voor zijn beroep dansles geeft	iemand die dansles geeft mannelijke dansleraar	iemand die les geeft in een dansschool mannelijke leraar die les geeft in een dansschool	0.69819575548172	0.6926248073577881	0.6953991651535034	0.7120888233184814	0.6921790838241577	0.867477536201477
dansleraar	substantief	1.1	35528	35530	man die voor zijn beroep dansles geeft	mannelijke dansleraar	iemand die voor zijn beroep les geeft in het dansen	0.828273355960846	0.8803189992904663	0.8535034656524658	0.8830543160438538	0.6177843809127808	0.9143506288528442
dansmeestertje	substantief	1.0	224151	224152	dansleraar met een geringe lengte	kleine dansmeester	iemand die voor zijn beroep dansles geeft aan kinderen	0.6884502172470093	0.6947028636932373	0.6915624141693115	0.6102918982505798	0.6672147512435913	0.6013652086257935
dansmeestertje	substantief	4.0	224151	224154	in Suriname inheemse, kleine, zwarte zangvogel met enige witte plekken aan de vleugels	kleine, zwarte zangvogel in Suriname	kleine, zwarte zangvogel die in Suriname voorkomt	0.823564887046814	0.7366817593574524	0.7777042388916016	0.7591039538383484	0.4619961678981781	0.8368639945983887
dansseizoen	substantief	1.0	35586	511560	jaarlijks terugkerende periode waarin danslessen en danswedstrijden zijn gepland, veelal vanaf het najaar tot voor de zomer	seizoen voor dans	seizoen dat bestemd is voor het beoefenen van de dans	0.691862940788269	0.6686258316040039	0.6800459623336792	0.5294824242591858	0.7083909511566162	0.8945358991622925
danssportclub	substantief	1.0	35590	35591	sportclub waar de danssport beoefend wordt	club voor wedstrijddansen	club waar wedstrijddansen beoefend wordt	0.8864657878875732	0.8785809278488159	0.8825057744979858	0.8853005766868591	0.7610284686088562	0.9595869779586792
dark pattern	substantief	1.0	980687	980688	techniek die wordt gebruikt voor de gebruikersinterface van een website of applicatie om gebruikers te misleiden of manipuleren	techniek om websitegebruiker te misleiden	techniek waarbij een website gebruikt wordt om de gebruiker van een website te misleiden	0.873504102230072	0.7871607542037964	0.8280878067016602	0.7621088027954102	0.6501651406288147	0.8288214802742004
de avond van	verbinding	2.0	908566	908567	avondbijeenkomst die wordt ingericht door	avond die wordt ingericht door	de avond die wordt ingericht door	0.8843152523040771	0.843287467956543	0.863314151763916	0.8682665824890137	0.4826279878616333	0.7935627698898315
de cafard hebben	verbinding	1.0	901635	901636	somber gestemd zijn	neerslachtig zijn	iemand hebben die zich zeer neerslachtig gedraagt	0.6677935123443604	0.6964240074157715	0.681808352470398	0.4623693823814392	0.4329046607017517	0.620903491973877
de clou weggeven	verbinding	1.0	899395	899396	de clou verraden, waardoor iets niet meer spannend is	de clou verraden	de clou van een zaak of gebeurtenis weggeven	0.6731738448143005	0.7128322124481201	0.692435622215271	0.7087041735649109	0.6353784799575806	0.9087486267089844
de dirigeerstok voeren	verbinding	1.0	911786	911813	als dirigent de leiding hebben	dirigent zijn	zich voor zijn beroep bezighouden met het dirigeren van een orkest	0.6676121950149536	0.7014615535736084	0.684118390083313	0.5243715643882751	0.5703641176223755	0.625736653804779
de druiven zijn zuur	verbinding	1.0	905048	905050	het is moeilijk om te accepteren	het is moeilijk te verwerken	het is moeilijk te verwerken	0.9090002775192261	0.890984296798706	0.8999021649360657	0.8030373454093933	0.46375080943107605	0.8309353590011597
de eerste viool spelen	verbinding	1.0	931113	931115	vervolgens figuurlijk voor: de baas zijn, de leiding hebben, bepalen wat er gebeurt, de lakens uitdelen	de leidende vioolpartij spelen	de eerste vioolpartij spelen	0.6542545557022095	0.6164900064468384	0.6348111033439636	0.38200050592422485	0.5438539385795593	0.4656020700931549
de gebeten hond zijn	verbinding	1.0	916015	916016	degene zijn die de volledige schuld krijgt voor iets wat misgelopen is	schuld krijgen voor een misgelopen iets	schuld krijgen voor een misgelopen iets	0.8368785977363586	0.7630318999290466	0.7982509732246399	0.7772662043571472	0.49050530791282654	0.6422052383422852
de godganse week	verbinding	1.0	919599	919600	onafgebroken of voortdurend gedurende de week	de hele week	de gehele week	0.7928727865219116	0.6723451614379883	0.7276516556739807	0.6925205588340759	0.6166819930076599	0.9005919694900513
de handdoek in de ring werpen	verbinding	1.0	903419	903424	ergens mee ophouden	iets opgeven	de handdoek in de ring werpen	0.6598665714263916	0.7028746604919434	0.6806919574737549	0.31869393587112427	0.5588840246200562	0.6586316823959351
de hele mikmak	verbinding	1.0	321628	898147	de hele rataplan	alles bij elkaar	alles bij elkaar	0.7034887671470642	0.7096692323684692	0.7065654993057251	0.5613279342651367	0.4846092760562897	0.8180850744247437
de hemel zij dank	verbinding	1.0	902371	902372	als uitdrukking van loutere blijdschap en opluchting	godzijdank	de hemel zij dank	0.6754804849624634	0.6377485394477844	0.6560724377632141	0.3765445053577423	0.6289012432098389	0.27835240960121155
de huid van de beer verkopen voordat hij geschoten is	verbinding	1.0	915715	915719	handelen alsof iets al verworven is, voordat men zeker weet of dat het geval zal zijn	voorbarig handelen	voorbarig handelen, vooral als het ware de huid van de beer verkopen voordat hij geschoten is	0.7203283309936523	0.7461866736412048	0.7330295443534851	0.43856510519981384	0.5141425132751465	0.5260200500488281
de jongste dag	verbinding	1.0	525489	912957	dag van het Laatste Oordeel, waarop in het christelijk geloof God als opperste rechter goeden en kwaden zal scheiden en de goeden in de hemel worden opgenomen, terwijl de kwaden door de duivels definitief naar de hel worden afgevoerd	dag des oordeels	dag waarop men oordeelt over iets of iemand	0.658991813659668	0.5839460492134094	0.6192033886909485	0.3595121204853058	0.6846848726272583	0.5950160026550293
de kat in de kelder metselen	verbinding	1.0	915023	915025	een ziekte of probleem slechts oppervlakkig genezen of verhelpen, zodat een uitbarsting wel voorkomen wordt, maar het kwaad blijft bestaan	iets slechts oppervlakkig genezen of verhelpen	iets slechts oppervlakkig genezen of verhelpen	0.9087722897529602	0.7460328340530396	0.8194003701210022	0.5622529983520508	0.4462243318557739	0.6935049295425415
de kers op de taart	verbinding	1.0	916438	916439	datgene wat iets tot een afgewerkt geheel maakt	het detail dat het werk afmaakt	het detail dat het geheel afmaakt	0.7765272259712219	0.7601584196090698	0.7682555913925171	0.8064718842506409	0.6486586332321167	0.9182523488998413
de kift zijn	verbinding	1.0	916581	916582	door jaloezie veroorzaakt worden	uit afgunst voortkomen	uit afgunst voortkomen	0.7419449090957642	0.7165075540542603	0.7290043830871582	0.41940388083457947	0.4549746513366699	0.7972252368927002
de krenten uit de pap vissen	verbinding	1.0	906187	906189	alleen het meest aangename of lucratieve werk doen	het beste ergens uit halen	het beste uit iets halen	0.7380626797676086	0.6691544055938721	0.7019214034080505	0.6264320611953735	0.7204793095588684	0.7563095092773438
de schildpad en de haas	verbinding	1.0	896227	896228	titel van een fabel, overgeleverd door de Griekse dichter Aisopos (ca. 620 - 560 v. Chr.), over een snelle haas die het door zijn overmoed moet afleggen tegen een trage schildpad	titel van een fabel	titel van een fabel waarin de schildpad en de haas spelen	0.8237756490707397	0.654206395149231	0.7292636036872864	0.4032757878303528	0.6859472990036011	0.6210874319076538
de stier van Potter	verbinding	1.0	916837	916840	schilderij van Paulus Potter (1625 - 1654) dat in het Mauritshuis in Den Haag hangt en dat een stier voorstelt	schilderij van Paulus Potter	schilderij van Paulus Potter, waarop een stier lijkt op een stier	0.8528171181678772	0.7367545366287231	0.7905486226081848	0.45105060935020447	0.4678719937801361	0.43872514367103577
de tijd verzitten	verbinding	1.0	922751	922752	de tijd verdoen	nietsdoen	zich niet bezighouden met iets	0.6987528800964355	0.7069692611694336	0.7028370499610901	0.4468498229980469	0.6153609752655029	0.7709697484970093
de verboden appel	verbinding	1.0	908282	908283	vrucht van de boom van de kennis van goed en kwaad uit het Bijbelboek Genesis, vaak voorgesteld als een appel	vrucht uit het Bijbelboek Genesis	vrucht uit het Bijbelboek Genesis, waarvan de vrucht niet gegeten mag worden	0.7874886989593506	0.757815420627594	0.7723671793937683	0.6374573707580566	0.4463505446910858	0.7727835178375244
de zwartepiet doorschuiven naar iemand	verbinding	1.0	918569	918613	zichzelf uit een nadelige positie werken door iemand anders daarin terecht te doen komen	iemand anders de schuld geven	iemand anders de schuld geven van iets	0.7199132442474365	0.6779179573059082	0.6982847452163696	0.565106213092804	0.5573983788490295	0.8413028717041016
debriefing	substantief	1.0	36108	36109	bijeenkomst na het beëindigen van een bepaalde actie, vaak een militaire missie maar ook wel bij andere gelegenheden, waarbij informatie wordt uitgewisseld over het verloop ervan en waarbij verdere instructies worden gegeven	bijeenkomst na afloop van een actie	bijeenkomst die georganiseerd wordt na afloop van een actie	0.8105624914169312	0.6759820580482483	0.7371802926063538	0.6491401195526123	0.7336957454681396	0.9141024351119995
dec	substantief	2.0	36129	36131	Digital Equipment Corporation, een van de eerste Amerikaanse computerbedrijven (van 1957 tot in 1998), ook bekend onder de roepnaam Digital	Digital Equipment Corporation	bedrijf dat zich bezighoudt met het ontwikkelen, produceren en verkopen van computerapparatuur	0.6279084086418152	0.6285974383354187	0.6282527446746826	0.5506829023361206	0.595632791519165	0.2059776335954666
dec	substantief	3.0	36129	36132	(Frans) Dictionnaire explicatif et combinatoire du français contemporain (letterlijk: verklarend en cominatorisch woordenboek van het eigentijdse Frans), een legendarisch, onvoltooid gebleven woordenboek van de taalkundige Igor Mel'čuk en anderen, dat baanbrekend was op het gebied van het onderzoek naar en de beschrijving van collocaties en idiomatische verbindingen	Dictionnaire explicatif et combinatoire	Dictionnaire explicatif et combinatoire, verzameling van woorden en woordenboeken die zich bezighoudt met het geven van verklaringen en combinaties van woorden en woorden	0.7458204030990601	0.6560501456260681	0.6980610489845276	0.5708687901496887	0.49863436818122864	0.20890554785728455
decanteren	werkwoord	1.0	36171	36172	wijn of een andere vloeistof voorzichtig afgieten van het bezinksel zodat dit achterblijft en de vloeistof wordt gezuiverd	door afgieten zuiveren	door afgieten zuiveren	0.7585272789001465	0.6516439914703369	0.7010350823402405	0.40428271889686584	0.49761703610420227	0.65702223777771
dedollariseren	werkwoord	1.0	968206	968207	zo inrichten of beïnvloeden dat de Amerikaanse dollar als betaalmiddel wordt gemeden ten gunste van andere valuta	de dollar als betaalmiddel doen vermijden	het gebruik van de dollar als betaalmiddel doen vermijden	0.8266511559486389	0.7360540628433228	0.7787263989448547	0.6324648261070251	0.7776243686676025	0.9028581380844116
dedollariseren	werkwoord	2.0	968206	968227	de Amerikaanse dollar steeds meer als betaalmiddel vermijden ten gunste van andere valuta	de dollar als betaalmiddel vermijden	vermijden dat de dollar als betaalmiddel wordt gebruikt	0.8280348181724548	0.7669899463653564	0.7963442206382751	0.7816620469093323	0.80198073387146	0.8912539482116699
deelkast	substantief	1.0	970840	970842	kast in de openbare ruimte waarin mensen spullen kunnen neerzetten die ze willen weggeven	kast met spullen om weg te geven	kast waarin spullen die niet meer in gebruik zijn, kunnen worden weggegeven	0.7911507487297058	0.7781753540039062	0.7846093773841858	0.7216252684593201	0.7628362774848938	0.9489253759384155
Deense	substantief	1.0	316874	505824	vrouw die behoort tot het Deense volk	vrouw uit Denemarken	vrouw die behoort tot het Deense volk	0.9999999403953552	0.9999999403953552	0.9999999403953552	0.9788379669189453	0.714635968208313	0.9528602361679077
deepfake	substantief	1.0	880976	880979	techniek voor het creëren en manipuleren van beelden, geluiden en teksten op basis van kunstmatige intelligentie, bijvoorbeeld door op een foto het hoofd van een persoon te vervangen door het hoofd van iemand anders	techniek voor het maken van nepfilmpjes	techniek waarmee men nepfilmpjes kan maken	0.6981821656227112	0.6348282098770142	0.6649996638298035	0.4791571795940399	0.6960504651069641	0.630422830581665
deepfake	substantief	2.0	880976	880977	nepfilmpje of nepfoto gemaakt met behulp van speciale software op basis van kunstmatige intelligentie	nepfilmpje	filmpje dat lijkt op het originele filmpje, maar waarvan de inhoud lijkt op die van het originele filmpje	0.6830397844314575	0.6578302383422852	0.6701980233192444	0.4245796203613281	0.4461747705936432	0.3464430570602417
deerne	substantief	1.0	36557	36558	jonge vrouw, in de regel uit een volks milieu	jonge vrouw	jonge vrouw die nog niet volwassen is	0.7598459720611572	0.7298572063446045	0.7445497512817383	0.5309943556785583	0.5644615888595581	0.6028903126716614
deerne	substantief	2.0	36557	36559	seksueel aantrekkelijke of ondernemende jonge vrouw	seksueel aantrekkelijke vrouw e.d.	vrouw die seksueel aantrekkelijk is	0.8304212093353271	0.7985373735427856	0.8141672611236572	0.6928550601005554	0.5907608866691589	0.8365272283554077
degenslikker	substantief	1.0	389096	603644	artiest die degens en andere scherpe wapens door zijn mond diep naar binnen steekt	artiest die degens slikt	artiest die degens slikt voor zijn beroep of uit liefhebberij	0.7378523349761963	0.706647515296936	0.7219128608703613	0.4207508862018585	0.7090730667114258	0.8143815398216248
delegatieleider	substantief	1.0	36801	36802	iemand die een delegatie leidt	leider van een delegatie	iemand die voor zijn beroep een delegatie leidt	0.8906655311584473	0.9576700329780579	0.9229533076286316	0.8847207427024841	0.7722072601318359	0.9095813632011414
Delftse	substantief	1.0	316888	538211	vrouw die afkomstig is uit Delft	vrouw uit Delft	vrouw die afkomstig is uit Delft	1.0	1.0	1.0	0.9788108468055725	0.79958575963974	0.9605293273925781
Delfzijlse	substantief	1.0	538278	538279	vrouw die afkomstig is uit Delfzijl	vrouw uit Delfzijl	vrouw die afkomstig is uit Delfzijl	1.0000001192092896	1.0000001192092896	1.0000001192092896	0.9742656946182251	0.7418088912963867	0.9626837968826294
deltastad	substantief	1.0	511429	511430	stad gebouwd op of bij een rivierdelta	stad bij een rivierdelta	stad die gelegen is bij een rivierdelta	0.8805809020996094	0.8726100921630859	0.8765773773193359	0.8929508328437805	0.8047693967819214	0.9416197538375854
derivationeel suffix	substantief	1.0	501876	930491	suffix waarmee een afgeleid woord wordt gevormd, bijvoorbeeld een verkleinvorm of een adjectief bij een substantief	suffix om een afgeleid woord te vormen	suffix dat gebruikt wordt om een afgeleid woord te vormen	0.8611865043640137	0.7780247926712036	0.817496120929718	0.7268025875091553	0.671375036239624	0.9251757860183716
derny	substantief	1.0	37358	37359	lichte motorfiets waarop een gangmaker bij wedstrijden in de baanwielersport rijdt om de luchtweerstand te breken voor de wielrenner die hem op korte afstand volgt	lichte motorfiets	lichte motorfiets met een geringe gewicht en een relatief geringe hoogte, die vooral wordt gebruikt voor lichte ritten	0.7293041944503784	0.6892686486244202	0.708721399307251	0.5297748446464539	0.6324414610862732	0.37344488501548767
derrie	substantief	1.0	37362	37363	vuil, vaak in de vorm van een dikke brij, dat afkeer of walging oproept, zoals braaksel, poep, bedorven stoffen e.d. iets wat men vies vindt, ook al is het geen vuil in de eigenlijke zin	vuil iets vies	vuil iets wat vies is	0.791350245475769	0.5992820858955383	0.6820523142814636	0.382289320230484	0.47321972250938416	0.4620088040828705
derrie	substantief	1.1	37362	37364	iets wat men vies vindt, ook al is het geen vuil in de eigenlijke zin	iets vies	iets wat vies is	0.8660842180252075	0.7116581797599792	0.7813137769699097	0.5503125786781311	0.5727896094322205	0.8868618011474609
designervagina	substantief	1.0	247420	247421	vagina die chirurgisch behandeld is, meestal door het uitvoeren van een schaamlipcorrectie, en waarvan meestal ook het schaamhaar volledig verwijderd is, doorgaans uit esthetische overwegingen	chirurgisch behandelde vagina	vrouwelijke vagina die chirurgisch behandeld is	0.8898059129714966	0.687157928943634	0.7754612565040588	0.5029011964797974	0.650718629360199	0.5018417835235596
desinfectans	substantief	1.0	37522	37523	stof die dient om iets te ontsmetten dat vervuild is of vervuild kan worden door ziektekiemen	ontsmettingsmiddel	ontsmettingsmiddel dat gebruikt wordt om iets te ontsmetten	0.7897496223449707	0.7285144329071045	0.7578971982002258	0.6468542218208313	0.6753324270248413	0.8998901844024658
detailhandel	substantief	1.0	37677	37678	handel die bestaat in de directe verkoop van waren in kleine hoeveelheden of aantallen aan particuliere verbruikers	kleinhandel	onderneming die zich bezighoudt met het verkopen van kleine hoeveelheid producten	0.7370800971984863	0.7254598140716553	0.7312237620353699	0.6156734824180603	0.7067433595657349	0.6652051210403442
detailhandel	substantief	2.0	37677	37679	bedrijf dat waren in kleine hoeveelheden en aantallen direct verkoopt aan de particuliere verbruiker	kleinhandelsbedrijf	bedrijf dat zich bezighoudt met het verkopen van kleine hoeveelheid producten	0.7231015563011169	0.7155826091766357	0.7193223834037781	0.5939239859580994	0.7614879608154297	0.7935918569564819
detailhandel	substantief	3.0	37677	37680	geheel van bedrijven die werkzaam zijn in de kleinhandel, beschouwd in hun totaliteit als bedrijfstak of in een ander verband, bv. in een bepaald marktsegment, in zekere vestigingsplaats e.d.	geheel van kleinhandelsbedrijven	geheel van bedrijven die werkzaam zijn in de detailhandel, beschouwd in hun totaliteit als bedrijfstak of in een ander verband, bv. in hun gemeenschappelijke geografische ligging, in een bepaald marktsegment e.d.	0.9140727519989014	0.9330785870552063	0.9234778881072998	0.882742702960968	0.7097052335739136	0.8154484033584595
Deurnese	substantief	1.0	538298	538299	vrouw die afkomstig is uit de Nederlandse plaats Deurne (provincie Noord-Brabant), uit de Belgische plaats Deurne (provincie Antwerpen) of uit het district Deurne van de Belgische stad Antwerpen	vrouw uit Deurne	vrouw die afkomstig is uit Deurne	0.8721041679382324	0.68111252784729	0.7648656368255615	0.4706811010837555	0.7440306544303894	0.8609702587127686
diabeet	substantief	1.0	37982	872105	iemand die aan suikerziekte ( diabetes ) lijdt	iemand die aan suikerziekte lijdt	iemand die aan suikerziekte lijdt	0.97117018699646	0.9176418781280518	0.9436475038528442	0.9349257349967957	0.8262565732002258	0.9704159498214722
diabesitas	substantief	1.0	878737	878738	aandoening waarbij iemand zowel diabetes type 2 als ernstig overgewicht heeft	combinatie van diabetes en obesitas	combinatie van diabetes en obesitas, waarbij de bloedsuikerspiegel te hoog is en de bloedsuikerspiegel te laag is	0.6523255109786987	0.6889805793762207	0.6701521873474121	0.5395017862319946	0.5260336399078369	0.6421699523925781
diabetes	substantief	1.0	37983	37984	stofwisselingsziekte waarbij het bloed herhaaldelijk een te hoog suikergehalte heeft als gevolg van een tekort aan insuline	suikerziekte	ziekte die veroorzaakt wordt door een tekort aan glucose in het bloed	0.8249090909957886	0.7686545848846436	0.7957889437675476	0.7842395901679993	0.7877527475357056	0.9132341146469116
