Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	model_prediction	bertscore_precision	bertscore_recall	bertscore_f1	comet22_score	cometkiwi_score	xcomet_score
dochter	substantief	1.1	40016	569741	bedrijf dat afhangt van en vaak ook is opgericht door een groter bedrijf	dochterbedrijf	bedrijf dat geheel of gedeeltelijk eigendom is van een moederbedrijf	0.7449390888214111	0.7414473295211792	0.7431891560554504	0.6950327157974243	0.6024296879768372	0.43435555696487427
dochter	substantief	1.2	40016	570149	instelling die is ontstaan uit en vaak ook gepatroneerd wordt door een andere instelling	dochterinstelling	instelling die een dochter is van een andere instelling	0.8617936372756958	0.7620826959609985	0.8088768720626831	0.6367185115814209	0.4942948520183563	0.7098696231842041
dochter	substantief	1.3	40016	569948	vrouw die deel uitmaakt van een natie, een grote instelling, een volk of een gemeente	ingezetene	iemand die zich in een bepaalde plaats bevindt	0.7666710019111633	0.7155025601387024	0.7402035593986511	0.522514283657074	0.4613507390022278	0.2176935225725174
dochter	substantief	1.4	40016	569994	rechtstreekse vrouwelijke afstammeling van een dier, vooral een zoogdier	vrouwelijk jong van een dier	vrouwelijk jong van een dier, bijvoorbeeld een vogel of een vis	0.8337035179138184	0.7835750579833984	0.807862401008606	0.6733039021492004	0.5673901438713074	0.8740396499633789
doedelzakspeler	substantief	1.0	40145	40146	iemand die - al dan niet voor zijn beroep - op de doedelzak speelt	iemand die doedelzak speelt	iemand die voor zijn beroep of uit liefhebberij doedelzak speelt	0.8014510273933411	0.79599928855896	0.7987158894538879	0.7879334092140198	0.7256419658660889	0.9050790071487427
doeg	tussenwerpsel	1.0	422866	650766	tussenwerpsel waarmee men afscheid neemt van iemand of van meerdere personen	als afscheidsgroet gebruikt woord	woord waarmee men afscheid neemt van iemand of iets	0.906390368938446	0.8616765141487122	0.8834680318832397	0.8886115550994873	0.6205918192863464	0.7340762615203857
doe-het-zelfsamenleving	substantief	1.0	966717	974072	samenleving waarin iedereen die dat kan geacht wordt verantwoordelijkheid te nemen voor de invulling van zijn eigen leven en voor zijn omgeving, zonder hulp van de overheid	participatiesamenleving	samenleving waarin iedereen zijn eigen verantwoordelijkheid neemt	0.8615348935127258	0.7142321467399597	0.7809986472129822	0.7222368717193604	0.6033032536506653	0.5587018132209778
doelgroepgericht	adjectief	1.0	40178	375626	afgestemd op de behoeften van een specifieke doelgroep of speciale doelgroepen	gericht op een of meer doelgroepen	rekening houdend met en aangepast aan de behoeften van een of meer doelgroepen	0.760527491569519	0.7801976799964905	0.7702370285987854	0.8565768599510193	0.7132084965705872	0.9068270921707153
doelpuntenmaker	substantief	1.0	40215	40216	iemand die in een sportwedstrijd een of meerdere doelpunten maakt, behalve in het voetbal ook in andere balsporten zoals hockey en waterpolo	iemand die scoort in een wedstrijd	iemand die een doelpunt maakt in een wedstrijd	0.8545759320259094	0.6715736389160156	0.752102792263031	0.635619580745697	0.7565702199935913	0.7426252365112305
doelpuntenmaker	substantief	2.0	40215	40217	iemand die, vergeleken met andere spelers, vaak doelpunten maakt	iemand die vaak doelpunten maakt	iemand die vaak doelpunten maakt in een sportwedstrijd	0.8152632117271423	0.7336276769638062	0.7722941040992737	0.8251703977584839	0.7555686831474304	0.7783846259117126
doge	substantief	1.0	40333	40334	staatshoofd in enkele vroegere Italiaanse stadsrepublieken, voornamelijk Venetië en Genua	staatshoofd van een stadsrepubliek	iemand die voor zijn beroep het staatshoofd is van een stadsrepubliek	0.7411832213401794	0.6945621371269226	0.7171157598495483	0.6094262599945068	0.6880747675895691	0.6344131231307983
doktersrecept	substantief	1.0	40482	40483	formulier met de identificatiegegevens van een arts waarop deze het geneesmiddel dat een apotheker aan een patiënt moet leveren, vermeldt onder specificatie van het gebruik, de hoeveelheid en de sterkte	voorschrift van een arts	schriftelijk voorschrift van een arts voor het verkrijgen van een bepaald medicijn	0.732581377029419	0.6570255756378174	0.6927494406700134	0.6020214557647705	0.679734468460083	0.6395636796951294
dokterstas	substantief	1.0	40488	40489	langwerpige tas, vaak met één handvat en een brede, platte bodem, waarin een arts bij huisbezoeken en visites een basisset van medische instrumenten en elementaire benodigdheden meeneemt	tas van een dokter	tas die een dokter bij zich draagt	0.7399519681930542	0.6426241397857666	0.6878622770309448	0.5069088935852051	0.6991595029830933	0.3773684501647949
dolmen	substantief	1.0	40638	40639	prehistorisch grafmonument dat o.a. in Bretagne, Engeland en Ierland wordt aangetroffen en dat gewoonlijk bestaat uit een grote platte steen die horizontaal ligt op een aantal kleinere, rechtopstaande of op elkaar gestapelde stenen	prehistorisch grafmonument	prehistorisch grafmonument dat bestaat uit een cirkelvormige steen of steenkolf met daarin een aantal kleinere stenen	0.8425318002700806	0.7350992560386658	0.7851575613021851	0.5990617871284485	0.5807700753211975	0.3976779878139496
dolomiet	substantief	1.0	40643	40644	kalksteen die in hoofdzaak bestaat uit calcium-magnesiumcarbonaat	soort kalksteen	kalksteen met een grijsbruine kleur	0.7465850114822388	0.7180556058883667	0.7320424318313599	0.5889033079147339	0.5710391998291016	0.5882343053817749
donderkopje	substantief	1.0	219854	219859	larve van een pad met een dikke kop, een rond lijf en een lange, zijdelings afgeplatte staart die verkeert in het ontwikkelingsstadium dat volgt op het embryonale stadium ( kikkerdril ) en voorafgaat aan volwassenheid	larve van een pad	larve van een pad	0.8691210746765137	0.5948787927627563	0.7063139081001282	0.28310367465019226	0.47274115681648254	0.29615503549575806
donorkind	substantief	1.0	393021	498782	kind dat geboren is uit zaad van een zaaddonor	kind geboren door een zaaddonor	kind dat geboren is door een zaaddonor	0.9262423515319824	0.8911135792732239	0.9083384871482849	0.9258102774620056	0.7526086568832397	0.9269145727157593
dood van de dorst	verbinding	1.0	911522	911523	veel dorst hebbend	erg dorstig	heel erg dorst hebbend	0.9304252862930298	0.9511080980300903	0.9406530261039734	0.8750054836273193	0.579533040523529	0.6944023370742798
doodskreet	substantief	1.0	428151	660601	kreet van een persoon die of dier dat doodgaat of dreigt te sterven	kreet van een stervende	kreet dat een stervende maakt tijdens zijn laatste ademhaling	0.7070542573928833	0.6922670602798462	0.6995825171470642	0.45622074604034424	0.6913917064666748	0.6607177257537842
door de knieën gaan	verbinding	1.0	925163	925164	zich gewonnen geven	zwichten	zich buigen voor iemand of iets	0.6901466250419617	0.7703240513801575	0.728034496307373	0.44977888464927673	0.5413781404495239	0.5128605365753174
doorbraakinfectie	substantief	1.0	947364	975556	infectie met een virus waar iemand tegen gevaccineerd is	virusinfectie bij gevaccineerde	virusinfectie bij iemand die een vaccinatie heeft gekregen	0.7833671569824219	0.7794671654701233	0.7814123630523682	0.8058717846870422	0.6107214689254761	0.888141393661499
doorgewinterd	adjectief	1.0	41369	41370	zeer ervaren helemaal zijnd wat in de context genoemd wordt	zeer ervaren door-en-door	zeer ervaren zeer ervaren door-en-door	0.713304877281189	0.6895188093185425	0.7012102007865906	0.5403475165367126	0.4846005141735077	0.5181069374084473
doorgewinterd	adjectief	1.1	41369	595824	helemaal zijnd wat in de context genoemd wordt	door-en-door	in zekere mate door-en-door	0.6687484979629517	0.6875317096710205	0.6780100464820862	0.3565075099468231	0.4469511806964874	0.32231631875038147
Dordrechtenaar	substantief	1.0	41741	41742	inwoner van Dordrecht iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Dordrecht	iemand uit Dordrecht lid e.d. van een club uit Dordrecht	Dordtenaar iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Dordrecht	0.922265887260437	0.9156643152236938	0.9189532399177551	0.9025185108184814	0.7307063341140747	0.7715051174163818
Dordrechtenaar	substantief	1.1	41741	227590	iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Dordrecht	lid e.d. van een club uit Dordrecht	iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Dordrecht	1.0	1.0	1.0	0.968522310256958	0.6701709032058716	0.921341061592102
Dordtse	substantief	1.0	371099	538502	vrouw die afkomstig is uit Dordrecht	vrouw uit Dordrecht	vrouw die afkomstig is uit Dordrecht	1.0	1.0	1.0	0.9766666293144226	0.6519137620925903	0.9139094352722168
dorpswinkelier	substantief	1.0	41859	41860	iemand die voor zijn beroep de dorpswinkel uitbaat	uitbater van een dorpswinkel	iemand die voor zijn beroep een dorpswinkel uitbaat	0.9799049496650696	0.9799049496650696	0.9799049496650696	0.955528974533081	0.7274162769317627	0.9358562231063843
double Dutch	substantief	1.0	923909	923910	Engels waarin het Nederlands sterk doorklinkt	Engels waarin het Nederlands doorklinkt	Engels waarin het Nederlands doorklinkt, bijvoorbeeld in een lied of een boek	0.7818310260772705	0.9195200204849243	0.8451039791107178	0.8461089134216309	0.5630965232849121	0.6097257733345032
double Dutch	substantief	2.0	923909	923911	onverstaanbare of heel moeilijk verstaanbare taal	onverstaanbare taal	onverstaanbare taal die gesproken en geschreven wordt in Nederland en België	0.7192195653915405	0.7759810090065002	0.746522843837738	0.5894424319267273	0.48981818556785583	0.5358260869979858
double Dutch	bijwoord	3.1	923909	982495	beschermd tegen seksueel overdraagbare aandoeningen en dubbel beveiligd tegen zwangerschap dankzij het gelijktijdige gebruik van pil en condoom	veilig dankzij gebruik van pil en condoom	veilig dankzij het gebruik van zowel de pil als het condoom	0.8551880121231079	0.7166728973388672	0.779827356338501	0.6469252109527588	0.5987058281898499	0.6523897647857666
downdaten	werkwoord	1.0	247782	247783	daten of een relatie aangaan met iemand die een veel lagere opleiding heeft of een veel lagere functie	daten beneden iemands niveau	daten met iemand die beneden iemands niveau staat	0.747728705406189	0.674607515335083	0.7092885375022888	0.47009754180908203	0.5546210408210754	0.6241965293884277
downgraden	werkwoord	1.0	254085	254086	iets op een lager niveau of peil brengen	iets in niveau verlagen	iets in niveau of kwaliteit verlagen	0.7727324366569519	0.7616925239562988	0.7671727538108826	0.5765915513038635	0.6871987581253052	0.8833503723144531
dozeren	werkwoord	1.0	456370	601596	met een bulldozer of zware tractor bepaalde werkzaamheden verrichten	bulldozeren	een bulldozer gebruiken	0.8439438939094543	0.7264842987060547	0.7808214426040649	0.6200477480888367	0.5185711979866028	0.6409076452255249
dozeren	werkwoord	2.0	456370	638764	gelijkmaken met een bulldozer (in het Surinaams-Nederlands dozer genoemd)	met een bulldozer egaliseren	met een bulldozer de ondergrond egaliseren	0.7612003087997437	0.6912448406219482	0.7245379090309143	0.5038427114486694	0.5700219869613647	0.6926778554916382
draagtijd	substantief	1.0	42160	42161	hoeveelheid tijd gedurende welke een dier drachtig is	tijd die een dier drachtig is	hoeveelheid tijd die een dier drachtig is	0.9570774435997009	0.9379571080207825	0.9474207758903503	0.8541805148124695	0.5606876611709595	0.8371235728263855
draagtijd	substantief	2.0	42160	601042	hoeveelheid tijd gedurende welke een moederdier een jong in haar buidel draagt	tijd doorgebracht in de moederbuidel	hoeveelheid tijd die een kind doorgebracht heeft in de moederbuidel	0.8391059041023254	0.8469089865684509	0.8429893851280212	0.6639965176582336	0.6835570931434631	0.8609758615493774
draagtijd	substantief	3.0	42160	601057	hoeveelheid tijd gedurende welke men iets wat men draagt, gebruikt of kan gebruiken	gebruikstijd	hoeveelheid tijd waarvoor iets wordt gebruikt	0.8722631335258484	0.8010072112083435	0.8351179361343384	0.5287196636199951	0.5924558043479919	0.5777007341384888
draagvleugelboot	substantief	1.0	42166	42167	boot die voorzien is van een of meerdere draagvleugels aan de onderkant, waardoor bij toenemende snelheid de romp boven de waterlijn uitstijgt en de boot door de verminderde weerstand een hogere snelheid haalt	boot met draagvleugels	boot die voorzien is van draagvleugels	0.8942940831184387	0.6477475166320801	0.7513115406036377	0.474150687456131	0.7022368907928467	0.5649827718734741
draaiorgel	substantief	1.0	42219	42220	"""muziekautomaat waarin een handmatig of mechanisch gedraaide of in recenter tijden ook computergestuurde muziekrol een pijporgel en eventueel ook andere instrumenten, vooral slagwerk in werking stelt en die hoofdzakelijk wordt gebruikt om op straat een feestelijke stemming te scheppen, of vooral vroeger, als """"orkest"""" bij volkse dansfeesten"""	automatisch werkend pijporgel	pijporgel dat zich automatisch voortbeweegt door de pijpen te draaien	0.7114670276641846	0.612450361251831	0.658255934715271	0.31354472041130066	0.638239324092865	0.24606458842754364
drankhangen	werkwoord	1.0	665308	942978	in gemakkelijke kleding thuis op de bank hangen met alcoholische versnaperingen en lekkere hapjes	met drank op de bank hangen	op de bank hangen met drank in de hand	0.8369752168655396	0.732160210609436	0.7810670137405396	0.5152103900909424	0.6082049608230591	0.5974878072738647
drankwinkel	substantief	1.0	42491	42492	drankenzaak gebouw waarin een drankwinkel gevestigd is	drankenzaak gebouw van een drankenzaak	drankwinkel gebouw waarin een drankenwinkel gevestigd is	0.9317446947097778	0.9421873092651367	0.9369369149208069	0.8758124709129333	0.6890074014663696	0.7868497371673584
drankwinkel	substantief	1.1	42491	199097	gebouw waarin een drankwinkel gevestigd is	gebouw van een drankenzaak	gebouw waarin een drankenwinkel gevestigd is	0.989588737487793	0.989588737487793	0.989588737487793	0.9490306973457336	0.7227480411529541	0.8968296051025391
dreggen	werkwoord	1.0	42528	42529	de bodem van een water met een dreg afzoeken naar drenkelingen of gezonken voorwerpen	met een dreg zoeken naar iets	met een dreg naar iets zoeken	0.7777299880981445	0.6955384612083435	0.7343415021896362	0.34702691435813904	0.43510428071022034	0.6338340044021606
dreggen	werkwoord	2.0	42528	42530	iets door dreggen boven water halen	met een dreg bovenhalen	iets met een dreg bovenhalen	0.7763787508010864	0.7761110067367554	0.7762448787689209	0.48723360896110535	0.414211630821228	0.815066933631897
dreggen	werkwoord	3.0	42528	42531	water met een dreg doorzoeken	met een dreg doorzoeken	met een dreg iets doorzoeken	0.9043940305709839	0.907262921333313	0.9058261513710022	0.6462439894676208	0.438142329454422	0.7861693501472473
dribbel	substantief	1.0	42650	42651	wijze van lopen met korte, snelle pasjes	wijze van lopen	wijze van lopen waarbij de voeten in een cirkel rond de grond lopen	0.7434635758399963	0.7648290395736694	0.7539949417114258	0.5629826784133911	0.5626042485237122	0.5599943995475769
dribbel	substantief	2.0	42650	42652	loopje met de bal aan de voet, waarbij één of meer tegenstanders gepasseerd worden	loopje met de bal aan de voet	loopje met de bal aan de voet, waarbij de voet van de speler of speelster de bal in de lucht houdt	0.8367270231246948	0.8104372024536133	0.8233723044395447	0.6747585535049438	0.5485008358955383	0.5975905656814575
dribbel	substantief	3.0	42650	42653	loopje door een speler met de bal aan de hand, volgens de in het handbal of het basketbal geldende loopregel	loopje in het handbal of het basketbal	loopje in het handbal of het basketbal waarbij de bal van de ene speler naar de andere speler wordt overgebracht	0.7986063957214355	0.7762156128883362	0.7872518301010132	0.7132577300071716	0.48994186520576477	0.8364425897598267
driftkikker	substantief	1.0	42903	42904	iemand met een opvliegend karakter die snel kwaad en driftig wordt en daarbij rood kan aanlopen en er opgezwollen uit kan zien	driftig persoon	iemand die driftig is	0.8011300563812256	0.6517367362976074	0.7187526226043701	0.3887844681739807	0.6817116737365723	0.3966551423072815
droeftoeter	substantief	1.0	839806	951255	iemand die sombere gevoelens heeft en negatief in het leven staat	pessimist	iemand die negatieve verwachtingen heeft van de toekomst	0.7979528903961182	0.7775524258613586	0.7876206040382385	0.7715739607810974	0.6415796875953674	0.6307487487792969
droeftoeter	substantief	2.0	839806	948216	iemand die zich dom, kinderachtig, sneu of vervelend gedraagt	sufferd	iemand die zich droeftoend gedraagt	0.8530788421630859	0.7611672878265381	0.8045064210891724	0.5562073588371277	0.5094599723815918	0.5816264152526855
dronk	substantief	1.0	43089	43090	het nuttigen van alcoholische drank	het nuttigen van drank	het nuttigen van alcoholhoudende drank	0.944076418876648	0.9635478854179382	0.9537128210067749	0.9046059250831604	0.6761200428009033	0.9072879552841187
dronk	substantief	2.0	43089	43091	stemming waarin iemand door dronkenschap verkeert	stemming door dronkenschap	stemming die wordt veroorzaakt door dronkenschap	0.8111814260482788	0.8479665517807007	0.8291661739349365	0.646017849445343	0.6038533449172974	0.8917636871337891
dronk	substantief	3.0	43089	43092	het toedrinken van iemand of iets, waarbij men veelal een korte heilwens uitspreekt	toost	drankje dat iemand schenkt aan iemand anders	0.7044976949691772	0.6619438529014587	0.6825581789016724	0.5556575655937195	0.5517488718032837	0.3558768332004547
dropshipper	substantief	1.0	986513	986514	ondernemer die zonder eigen voorraad via een website producten verkoopt door klantbestellingen bij een derde partij te kopen en direct naar de klant te laten verzenden	verkoper zonder eigen voorraad	iemand die een product verkoopt zonder eigen voorraad te hebben	0.8588751554489136	0.7506672143936157	0.8011338710784912	0.6777661442756653	0.7172564268112183	0.6664506196975708
drukke dag	verbinding	1.0	912781	912792	dag met veel bezigheden, met een grote toeloop van belangstellenden, met veel verkeer enz.	dag met veel bezigheden	dag waarop men veel bezigheden heeft	0.7415871620178223	0.6552740335464478	0.6957639455795288	0.6528052091598511	0.682110071182251	0.4608992040157318
drumpodium	substantief	1.0	450529	651847	ten opzichte van het hoofdpodium verhoogd en kleiner podium waarop de drummer achter zijn drumstel zit tijdens een popconcert	podium voor de drum	podium waarop de drum wordt gespeeld	0.8301714658737183	0.6937053203582764	0.7558279633522034	0.5717173218727112	0.6085161566734314	0.4244115352630615
drumstel	substantief	1.0	43610	43611	samengesteld slaginstrument dat in zijn meest gangbare samenstelling bestaat uit een bassdrum, een aantal kleinere trommels en bekkens, dat bespeeld wordt door een enkele persoon met behulp van zowel mallets als pedalen en dat vooral wordt gebruikt in de jazz, de rock en de lichtere muziek	samengesteld slaginstrument	samengesteld slaginstrument dat bestaat uit een of meer drums en een of meer slagwerkinstrumenten	0.79448401927948	0.6921058893203735	0.739769697189331	0.5827420353889465	0.6387996673583984	0.5074895620346069
dubbeltalent	substantief	1.0	43724	43725	combinatie van twee of meer verschillende talenten	combinatie van twee talenten	talent dat bestaat uit de combinatie van twee verschillende talenten	0.8041084408760071	0.8121029138565063	0.8080859184265137	0.7996838688850403	0.6514320969581604	0.8897009491920471
dubbeltalent	substantief	2.0	43724	209332	iemand die een dubbeltalent heeft	iemand met een dubbeltalent	iemand die een dubbeltalent heeft	0.9999998211860657	0.9999998211860657	0.9999998211860657	0.9815084338188171	0.7453368306159973	0.915974497795105
duiker	substantief	1.0	43882	192019	iemand die zich onder het wateroppervlak begeeft, meestal met persluchtflessen, vinnen en andere uitrusting, om er voor zijn beroep werkzaamheden te verrichten of er uit liefhebberij fauna en flora te verkennen	iemand die zich onder water begeeft	iemand die zich onder water begeeft voor zijn beroep of uit liefhebberij	0.8545205593109131	0.7015320062637329	0.7705054879188538	0.6848488450050354	0.7496870756149292	0.8039054870605469
duiker	substantief	2.0	43882	192855	iemand die een duiksprong maakt iemand die voor zijn beroep of uit liefhebberij de watersport beoefent waarbij men zo sierlijk mogelijk vanaf een plank of platform in het water springt onder uitvoering van salto's en schroefbewegingen	iemand die een duiksprong in het water maakt beoefenaar van het schoonspringen	iemand die een duiksprong in het water maakt iemand die de sport van het schoonspringen beoefent	0.8391134738922119	0.705573320388794	0.766571044921875	0.604968249797821	0.675117552280426	0.7273141145706177
duiker	substantief	3.0	43882	43883	vaak ook specifieker: gestroomlijnde, duikende zwemvogel uit het geslacht Gavia die in verschillende soorten vooral in open water voorkomt in de noordelijke streken van het noordelijk halfrond	naar vis duikende watervogel	watervogel met een roodbruin verenkleed, een witte kop en een zwarte staart, die in het water naar vis duikt	0.6552860140800476	0.6277334094047546	0.6412138342857361	0.5520135164260864	0.7439663410186768	0.3480156362056732
duiker	substantief	4.0	43882	192821	doorlaat onder een weg die water afvoert of inlaat	doorlaat onder een weg	doorlaat onder een weg die dient om het verkeer te ontmoedigen	0.7754855155944824	0.7997353076934814	0.7874237895011902	0.556647539138794	0.4243588149547577	0.2700331211090088
duiker	substantief	2.1	43882	192871	iemand die voor zijn beroep of uit liefhebberij de watersport beoefent waarbij men zo sierlijk mogelijk vanaf een plank of platform in het water springt onder uitvoering van salto's en schroefbewegingen	beoefenaar van het schoonspringen	iemand die voor zijn beroep of uit liefhebberij het schoonspringen beoefent	0.8713726997375488	0.7199813723564148	0.788475751876831	0.5838199853897095	0.6100311279296875	0.5138596296310425
duikplank	substantief	1.0	43890	43891	(verende) springplank boven een zwembad die bedoeld is om ervanaf te duiken en springen	springplank boven het water	plank waarmee men boven het water kan springen	0.7989634871482849	0.7266364097595215	0.7610854506492615	0.6883049607276917	0.6636738777160645	0.6768304109573364
duimstok	substantief	1.0	43926	43927	uitklapbare meetlat van hout of metaal	uitklapbare meetlat	uitklapbare meetlat die gebruikt wordt voor het meten van lengte, breedte, hoogte enz.	0.7136108875274658	0.7869609594345093	0.7484932541847229	0.7123182415962219	0.634109616279602	0.6032919883728027
Duitse	substantief	1.0	317215	538544	vrouw die behoort tot het Duitse volk	vrouw uit Duitsland	vrouw die behoort tot het Duitse volk	0.9999997019767761	0.9999997019767761	0.9999997019767761	0.9794111847877502	0.6197113394737244	0.860160231590271
duivelskunstenaar	substantief	1.0	43989	43990	man die de zwarte kunst beoefent en tovert met de hulp van duivelse machten	beoefenaar van zwarte kunst	iemand die de zwarte kunst beoefent	0.9326778650283813	0.7954919338226318	0.8586398363113403	0.7306119799613953	0.6085329055786133	0.7262457609176636
duivelskunstenaar	substantief	2.0	43989	43991	man die een bepaalde kunst of vaardigheid tot in de perfectie beheerst of die uiterst bedreven is in het oplossen van moeilijkheden	man die iets perfect beheerst	man die iets perfect beheerst, bijvoorbeeld een bepaald vak of een bepaalde techniek	0.7892944812774658	0.6993582248687744	0.7416095733642578	0.7612972855567932	0.6545891761779785	0.8359957933425903
duivenhouderij	substantief	1.0	208676	208684	plaats waar, beroepsmatig of uit liefhebberij, duiven worden gehouden	plaats waar duiven worden gehouden	bedrijf dat duiven houdt voor de sport of uit liefhebberij	0.7980844974517822	0.7568681836128235	0.7769300937652588	0.7953818440437317	0.6927798986434937	0.8138075470924377
duivensportvereniging	substantief	1.0	209043	209046	de gezamenlijke leden van een duivensportvereniging	duivenvereniging	sportvereniging waar de duivensport beoefend wordt	0.7340205907821655	0.7410885095596313	0.7375376224517822	0.7801761031150818	0.6194896101951599	0.5717899799346924
duivenvereniging	substantief	1.0	209031	209033	de gezamenlijke leden van een duivensportvereniging	vereniging voor duivenhouders	vereniging van personen die zich bezighouden met het houden van duiven	0.6810833811759949	0.6888079643249512	0.6849238872528076	0.748400866985321	0.7478265166282654	0.7990760803222656
duivenwedvlucht	substantief	1.0	211465	211467	wedstrijd in de duivensport tussen duiven, meestal postduiven, die naar een losplaats moeten vliegen en daarna zo snel mogelijk naar het vertrekpunt moeten terugkeren waarbij de duif die dit het snelste doet de winnaar is	duivenwedstrijd	wedstrijd waarbij de deelnemende duiven zo snel mogelijk een bepaalde afstand moeten afleggen	0.7661530375480652	0.7041666507720947	0.7338531613349915	0.619080126285553	0.6493393778800964	0.6123959422111511
dukaat	substantief	1.0	44062	44063	oude, meestal gouden munt met een wisselende waarde naargelang van de tijd en plaats van herkomst	historische gouden munt	historische gouden munt met de waarde van een dukat	0.8158286809921265	0.6961934566497803	0.7512781023979187	0.5836861729621887	0.5632109642028809	0.4970366656780243
dumpsupermarkt	substantief	1.0	563796	563799	supermarkt die restpartijen opkoopt en die tegen zeer lage prijzen te koop aanbiedt en die niet altijd een volledig assortiment heeft	supermarkt met restpartijen	supermarkt waar restpartijen van producten worden verkocht tegen lage prijzen	0.8409478664398193	0.7359398007392883	0.7849475145339966	0.7754899859428406	0.6563307642936707	0.6559656262397766
dunch	substantief	1.0	947350	947351	uitgebreide maaltijd tussen lunch en diner in, met name een maaltijd die in of bij een restaurant wordt genuttigd voorafgaand aan het vervroegde tijdstip waarop de horeca in verband met een avondlockdown moet sluiten	maaltijd tussen lunch en diner in	maaltijd die tussen lunch en diner in wordt gegeten	0.8355756998062134	0.688576340675354	0.7549872398376465	0.5495046973228455	0.5761820077896118	0.462268590927124
Dunglish	substantief	1.0	361043	361044	Engels waarin het Nederlands sterk doorklinkt	Engels waarin het Nederlands doorklinkt	Engels waarbij het Nederlands doorklinkt	0.9544535279273987	0.9340222477912903	0.9441273212432861	0.9167839884757996	0.595162034034729	0.9015417098999023
duster	substantief	1.0	44178	44179	ochtendjas voor vrouwen	ochtendjas	jas die iemand's ochtends draagt	0.6429910659790039	0.6865416765213013	0.6640530824661255	0.4370897710323334	0.4747046232223511	0.5593553781509399
Dutch reach	substantief	1.0	950570	954842	wijze om een autoportier te openen waarbij je het portier openmaakt met de hand die het verst ervan verwijderd is en vasthoudt met je andere hand, zodat je je vanzelf meer toedraait naar het portier en voorkomt dat het portier zomaar tegen een voorbijganger aan openzwaait	manier om een portier te openen	manier om een portier van een auto te openen, waarbij de bestuurder van de auto de portier opent met zijn rechterhand en de linkerhand met zijn rechtervoet	0.7759138345718384	0.7179806232452393	0.7458239197731018	0.5391263961791992	0.5531579852104187	0.3126775920391083
duurzaamheidslening	substantief	1.0	953288	979383	lening die wordt afgesloten om er verduurzaming van een woning of gebouw mee te financieren	lening voor verduurzaming huis	lening die wordt verstrekt voor de verduurzaming van een huis	0.8681433200836182	0.823250949382782	0.8451013565063477	0.8379010558128357	0.6562987565994263	0.8828186988830566
dwazerik	substantief	1.0	458914	503227	iemand die dwaas is	dwaas persoon	iemand die dwaas is	1.0000001192092896	1.0000001192092896	1.0000001192092896	0.9444745779037476	0.694206178188324	0.7932665348052979
dweilorkest	substantief	1.0	44345	44346	groep muzikanten, bestaande uit slagwerkers en blazers, die feestelijke muziek speelt	carnavaleske blaaskapel	carnavaleske blaaskapel die optreedt als dweilorkest	0.6437739729881287	0.6718728542327881	0.6575233340263367	0.5140677690505981	0.5088386535644531	0.42305150628089905
dwerggeit	substantief	1.0	214290	214291	geit van een klein ras dat afkomstig is uit West-Afrika	kleine geit	geit die kleiner is dan een gewone geit	0.7534075379371643	0.7079744338989258	0.7299847602844238	0.5341486930847168	0.5576462149620056	0.5948534607887268
dwergolifant	substantief	1.0	239062	239066	kleine Aziatische olifant die voorkomt op Borneo, met grote oren en een lange staart	kleine olifant op Borneo	kleine olifant die voorkomt op Borneo en Sumatra	0.9211735129356384	0.7834404706954956	0.8467426300048828	0.6634712815284729	0.559684157371521	0.44759228825569153
dwergpoedel	substantief	1.0	205821	205822	poedel van de kleinste rasvariëteit, geliefd als dameshondje	kleine poedel	poedel die behoort tot een van de kleinere rassen van de poedel	0.7645569443702698	0.7224992513656616	0.7429333329200745	0.49225032329559326	0.44930803775787354	0.6661565899848938
early adopter	substantief	1.0	887173	942463	iemand die een nieuw product, een nieuwe technologie of iets anders nieuws als een van de eersten begint te gebruiken, en daarmee een trend zet	vroege gebruiker	iemand die iets of iemand vroeg adopteert	0.7616184949874878	0.6716344356536865	0.7138017416000366	0.3713623881340027	0.5913981199264526	0.43463680148124695
e-bakfiets	substantief	1.0	664785	669423	voor goederenvervoer bestemde bakfiets met een accu en een motor die de trapbeweging ondersteunt	elektrische bakfiets voor goederenvervoer	bakfiets met een elektrische motor die wordt gebruikt voor het vervoer van goederen	0.8056222796440125	0.7559974193572998	0.7800213098526001	0.8007670044898987	0.7068203687667847	0.7414979934692383
e-bakfiets	substantief	2.0	664785	669424	voor kindervervoer bestemde bakfiets met een accu en een motor die de trapbeweging ondersteunt	elektrische bakfiets voor kindervervoer	bakfiets die voorzien is van een elektrische motor en die gebruikt wordt voor het vervoer van kleine kinderen	0.7604838609695435	0.7393600344657898	0.7497732043266296	0.7981924414634705	0.7136197090148926	0.8376971483230591
e-bus	substantief	1.0	725631	986927	door een elektromotor aangedreven bus, waarvan de accu of batterij moet worden opgeladen bij een laadpunt of die verbonden is met een bovenleiding	elektrische bus	bus die wordt aangedreven door een elektrische motor	0.8000479936599731	0.7137360572814941	0.7544313669204712	0.5966296195983887	0.6999050378799438	0.41191866993904114
