Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	model_prediction	model_long_definition	bertscore_precision	bertscore_recall	bertscore_f1	comet22_score	cometkiwi_score	xcomet_score
brigadier	substantief	3.0	25716	330070	iemand die voor zijn beroep bij rijkswacht werkt en zich daarbij qua functie tussen een agent en een hoofdbrigadier bevindt	rijkswachter met een bepaalde rang	Brigadier: rijkswachter met een bepaalde rang binnen de organisatiestructuur van de Nederlandse rijkswacht, vaak geassocieerd met een leidinggevende positie binnen een brigade van de rijkswacht.	Brigadier: rijkswachter met een bepaalde rang binnen de organisatiestructuur van de Nederlandse rijkswacht, vaak geassocieerd met een leidinggevende positie binnen een brigade van de rijkswacht.	0.7217735648155212	0.708379864692688	0.7150139808654785	0.8049571514129639	0.7257393002510071	0.8168855309486389
brigadier	substantief	4.0	25716	25718	oversteekbrigadier iemand die voor zijn beroep of als vrijwilliger bij een maatschappelijke hulpinstantie of projectgroep (een specifiek soort brigade) werkt	verkeersbrigadier helper bij een brigade	Brigadier: verkeersbrigadier, helper bij een brigade die verantwoordelijk is voor het handhaven van de verkeersveiligheid en het begeleiden van het verkeer bij wegwerkzaamheden of andere verkeersgerelateerde situaties.	Brigadier: verkeersbrigadier, helper bij een brigade die verantwoordelijk is voor het handhaven van de verkeersveiligheid en het begeleiden van het verkeer bij wegwerkzaamheden of andere verkeersgerelateerde situaties.	0.679246723651886	0.6942616105079651	0.6866720914840698	0.6836934089660645	0.6519291400909424	0.20739617943763733
brigadier	substantief	5.0	25716	330061	iemand die voor zijn werk onder een hogere leidinggevende of eindverantwoordelijke leiding geeft of verantwoordelijkheden heeft in een praktische, industriële sector, zoals in de bouw of op scheepswerven	lagere leidinggevende arbeider	Brigadier: lagere leidinggevende arbeider die verantwoordelijk is voor de dagelijkse leiding en het toezicht op de werkzaamheden van een groep arbeiders binnen een bedrijf of organisatie.	Brigadier: lagere leidinggevende arbeider die verantwoordelijk is voor de dagelijkse leiding en het toezicht op de werkzaamheden van een groep arbeiders binnen een bedrijf of organisatie.	0.7284024357795715	0.7024677991867065	0.7152000069618225	0.7533616423606873	0.7289046049118042	0.1963655650615692
brigadier	substantief	4.1	25716	330136	iemand die voor zijn beroep of als vrijwilliger bij een maatschappelijke hulpinstantie of projectgroep (een specifiek soort brigade) werkt	helper bij een brigade	"Korte definitie: brigadier
Lange definitie: een onderofficier binnen een militaire brigade die verantwoordelijk is voor de dagelijkse leiding en het toezicht houden op de uitvoering van taken binnen de brigade."	een onderofficier binnen een militaire brigade die verantwoordelijk is voor de dagelijkse leiding en het toezicht houden op de uitvoering van taken binnen de brigade.	0.6974462866783142	0.6932773590087891	0.6953555345535278	0.6503267884254456	0.7046799063682556	0.4968847632408142
briket	substantief	1.0	25725	25726	stuk samengeperste brandstof, meestal een mengsel van steenkool, bruinkool, fijngemalen turf of houtskool, of spaanders, met een door verdamping van steenkolenteer verkregen soort van pek	stuk samengeperste brandstof	Briket: een stuk samengeperste brandstof, vaak bestaande uit houtsnippers of -krullen die onder hoge druk zijn samengeperst om als brandstof te dienen in bijvoorbeeld kachels of barbecues.	Briket: een stuk samengeperste brandstof, vaak bestaande uit houtsnippers of -krullen die onder hoge druk zijn samengeperst om als brandstof te dienen in bijvoorbeeld kachels of barbecues.	0.719901442527771	0.6990896463394165	0.709342896938324	0.6632832288742065	0.7483377456665039	0.39356178045272827
briket	substantief	2.0	25725	25727	langwerpig stuk van een andere geperste stof	stuk van een andere geperste stof	Briket: stuk van een andere geperste stof, vaak gebruikt als brandstof voor kachels of barbecues.	Briket: stuk van een andere geperste stof, vaak gebruikt als brandstof voor kachels of barbecues.	0.7008678317070007	0.8441073298454285	0.7658475041389465	0.5845919251441956	0.7091397047042847	0.3921281695365906
brildragende	substantief	1.0	383623	383629	iemand die gewoonlijk een bril draagt om beter te kunnen zien	iemand die gewoonlijk een bril draagt	Brildragende: iemand die gewoonlijk een bril draagt om beter te kunnen zien, waarbij de noodzaak voor het dragen van een bril voortkomt uit een visuele beperking die met een bril wordt gecorrigeerd.	Brildragende: iemand die gewoonlijk een bril draagt om beter te kunnen zien, waarbij de noodzaak voor het dragen van een bril voortkomt uit een visuele beperking die met een bril wordt gecorrigeerd.	0.727017343044281	0.8958096504211426	0.8026353120803833	0.7968800067901611	0.7425775527954102	0.9354215264320374
brilstand	substantief	1.0	361468	361472	tussenstand of eindstand van 0-0	stand van 0-0	Brilstand: tussenstand of eindstand waarbij geen enkele partij een doelpunt heeft gescoord, resulterend in een stand van 0-0.	Brilstand: tussenstand of eindstand waarbij geen enkele partij een doelpunt heeft gescoord, resulterend in een stand van 0-0.	0.5880088210105896	0.7205883264541626	0.647582471370697	0.8042654395103455	0.6478155255317688	0.8900378942489624
briluil	substantief	1.0	215950	215951	tropische uil met een brilachtige, zwarte gezichtssluier die in Latijns-Amerika en Suriname voorkomt	tropische uil met brilachtige gezichtssluier	Briluil: tropische uil met een brilachtige gezichtssluier en een bruin of grijs verenkleed met strepen op de vleugels die vooral tijdens de vlucht goed zichtbaar zijn, die vooral in noordelijke gebieden in bossen leeft.	Briluil: tropische uil met een brilachtige gezichtssluier en een bruin of grijs verenkleed met strepen op de vleugels die vooral tijdens de vlucht goed zichtbaar zijn, die vooral in noordelijke gebieden in bossen leeft.	0.7355553507804871	0.7876157164573669	0.7606958746910095	0.7378105521202087	0.6492840051651001	0.7379115223884583
brokaat	substantief	1.0	25911	25912	zware, zijden stof die is versierd met van gouddraad of zilverdraad ingeweven patronen, die ornamenten van bloemen, takken, vogels of andere figuren voorstellen	zijden stof met versiering	Brokaat: een luxueuze, zijden stof die vaak rijkelijk versierd is met ingewikkelde patronen, vaak met goud- of zilverdraad geweven of geborduurd, wat resulteert in een weelderig en glanzend oppervlak.	Brokaat: een luxueuze, zijden stof die vaak rijkelijk versierd is met ingewikkelde patronen, vaak met goud- of zilverdraad geweven of geborduurd, wat resulteert in een weelderig en glanzend oppervlak.	0.7080005407333374	0.7501089572906494	0.7284467220306396	0.7160380482673645	0.7181882262229919	0.9021761417388916
brokaat	substantief	2.0	25911	25913	kleur van goud en zilver	kleur van brokaat	"brokaat (telbaar zelfstandig naamwoord; meervoud: brokaatstukken) (textiel)
1. Een stof gemaakt van goud- of zilverdraad, ingelegd met edelstenen of andere kostbare materialen, vaak gebruikt voor luxe kledingstukken en decoratieve objecten.
2. Een patroon of ontwerp dat lijkt op brokaat, vaak gekenmerkt door ingewikkelde, geometrische patronen.
3. Een kleur die lijkt op die van brokaat, gekenmerkt door een rijk palet van goud- en zilvertinten.

Let op: de term 'kleur van brokaat' verwijst naar de specifieke kleur die geassocieerd wordt met de stof brokaat, die vaak een gouden of zilveren glans heeft. Deze kleur kan variëren afhankelijk van de gebruikte materialen en de lichtinval."	"brokaat (telbaar zelfstandig naamwoord; meervoud: brokaatstukken) (textiel)
1. Een stof gemaakt van goud- of zilverdraad, ingelegd met edelstenen of andere kostbare materialen, vaak gebruikt voor luxe kledingstukken en decoratieve objecten.
2. Een patroon of ontwerp dat lijkt op brokaat, vaak gekenmerkt door ingewikkelde, geometrische patronen.
3. Een kleur die lijkt op die van brokaat, gekenmerkt door een rijk palet van goud- en zilvertinten.

Let op: de term 'kleur van brokaat' verwijst naar de specifieke kleur die geassocieerd wordt met de stof brokaat, die vaak een gouden of zilveren glans heeft. Deze kleur kan variëren afhankelijk van de gebruikte materialen en de lichtinval."	0.561065673828125	0.7548211812973022	0.6436788439750671	0.6093643307685852	0.7530949115753174	0.1468939483165741
bromvlieg	substantief	1.0	25993	25994	grote, dikke vlieg die vaak binnenshuis wordt aangetroffen en die bij het vliegen een karakteristiek vrij luid brommend geluid maakt	grote dikke vlieg	Bromvlieg: grote, dikke vlieg die bekend staat om zijn luide zoemgeluiden, vaak geassocieerd met stilstaande lucht boven warm asfalt of in de buurt van afval.	Bromvlieg: grote, dikke vlieg die bekend staat om zijn luide zoemgeluiden, vaak geassocieerd met stilstaande lucht boven warm asfalt of in de buurt van afval.	0.72768235206604	0.743482768535614	0.7354976534843445	0.6734963059425354	0.49172964692115784	0.12237149477005005
Bruggeling	substantief	1.0	26172	26173	inwoner van Brugge iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Brugge	iemand uit Brugge lid e.d. van een club uit Brugge	Bruggeling: iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Brugge.	Bruggeling: iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Brugge.	0.9104126691818237	0.8982422351837158	0.9042865037918091	0.9105306267738342	0.7358949184417725	0.9426575899124146
Bruggeling	substantief	1.1	26172	26174	iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Brugge	lid e.d. van een club uit Brugge	Bruggeling: lid e.d. van een club uit Brugge, een historische stad in West-Vlaanderen, België, bekend om zijn rijke geschiedenis en cultureel erfgoed.	Bruggeling: lid e.d. van een club uit Brugge, een historische stad in West-Vlaanderen, België, bekend om zijn rijke geschiedenis en cultureel erfgoed.	0.6430283188819885	0.6689385175704956	0.6557275056838989	0.6487139463424683	0.6749497652053833	0.8613909482955933
brugperiode	substantief	1.0	26205	26206	periode van het eerste of de eerste twee schooljaren in het middelbaar onderwijs die als oriëntatietijd dient om het niveau en de richting te bepalen waarvoor een leerling het meest geschikt is	oriëntatietijd op de middelbare school	Brugperiode: de initiële periode op een middelbare school waarin leerlingen zich oriënteren op de verschillende vakgebieden en onderwijsniveaus binnen het middelbaar onderwijs, met als doel het maken van een keuze voor een passende vervolgopleiding.	Brugperiode: de initiële periode op een middelbare school waarin leerlingen zich oriënteren op de verschillende vakgebieden en onderwijsniveaus binnen het middelbaar onderwijs, met als doel het maken van een keuze voor een passende vervolgopleiding.	0.6971375942230225	0.6918129324913025	0.6944650411605835	0.8752142190933228	0.7781878709793091	0.9059532880783081
bruine rat	verbinding	1.0	321798	916940	rat van de soort die bij ons het vaakst voorkomt, groot van gestalte en meestal met een grijsbruine maar soms ook met een zwarte vacht	rioolrat	"Bruine rat:
Korte definitie: rioolrat
Lange definitie: een bruine rat (Rattus norvegicus) die voornamelijk in stedelijke omgevingen leeft en vaak geassocieerd wordt met de aanwezigheid van afval en onhygiënische leefomstandigheden. Deze ratten zijn berucht om hun rol in de verspreiding van ziekteverwekkers en kunnen schade toebrengen aan gebouwen en voedselvoorraden."	een bruine rat (Rattus norvegicus) die voornamelijk in stedelijke omgevingen leeft en vaak geassocieerd wordt met de aanwezigheid van afval en onhygiënische leefomstandigheden. Deze ratten zijn berucht om hun rol in de verspreiding van ziekteverwekkers en kunnen schade toebrengen aan gebouwen en voedselvoorraden.	0.6080331802368164	0.6582388877868652	0.6321407556533813	0.5276609063148499	0.674068808555603	0.3346298336982727
bsn	substantief	1.0	287236	287237	uniek identificatienummer voor elke inwoner van een Nederlandse gemeente, waarmee overheidsinstanties en andere bevoegde organisaties gemakkelijk gegevens kunnen uitwisselen	burgerservicenummer	bsn: Burgerservicenummer (BSN), ook bekend als het Sociaal Fiscaal Nummer (SFN) in Nederland, is een uniek identificatienummer dat toegekend wordt aan elke ingezetene van Nederland voor administratieve doeleinden. Het BSN is bedoeld om de communicatie tussen overheidsinstanties en burgers te vereenvoudigen en te zorgen voor een efficiënte gegevensuitwisseling binnen de publieke sector.	bsn: Burgerservicenummer (BSN), ook bekend als het Sociaal Fiscaal Nummer (SFN) in Nederland, is een uniek identificatienummer dat toegekend wordt aan elke ingezetene van Nederland voor administratieve doeleinden. Het BSN is bedoeld om de communicatie tussen overheidsinstanties en burgers te vereenvoudigen en te zorgen voor een efficiënte gegevensuitwisseling binnen de publieke sector.	0.640356719493866	0.7363008260726929	0.6849854588508606	0.7463234066963196	0.7567885518074036	0.646926760673523
bso	substantief	1.0	316851	944769	professionele opvang van kinderen buiten schooltijd	opvang van kinderen buiten schooltijd	Bso, ofwel buitenschoolse opvang (bso), is een vorm van kinderopvang die plaatsvindt buiten de reguliere schooltijden. Het biedt ouders en verzorgers de mogelijkheid om hun kinderen te laten deelnemen aan activiteiten en educatieve programma's die gericht zijn op persoonlijke ontwikkeling, sociale vaardigheden en vrijetijdsbesteding. Bso's kunnen variëren van eenvoudige naschoolse activiteiten tot meer gestructureerde programma's met thema's die aansluiten bij de leeftijd en interesses van de kinderen.	Bso, ofwel buitenschoolse opvang (bso), is een vorm van kinderopvang die plaatsvindt buiten de reguliere schooltijden. Het biedt ouders en verzorgers de mogelijkheid om hun kinderen te laten deelnemen aan activiteiten en educatieve programma's die gericht zijn op persoonlijke ontwikkeling, sociale vaardigheden en vrijetijdsbesteding. Bso's kunnen variëren van eenvoudige naschoolse activiteiten tot meer gestructureerde programma's met thema's die aansluiten bij de leeftijd en interesses van de kinderen.	0.6264678239822388	0.7631956338882446	0.6881054639816284	0.7854709029197693	0.7711798548698425	0.75944584608078
bso	substantief	2.0	316851	944770	praktisch secundair onderwijs in Vlaanderen dat leerlingen een beroep leert en hun een algemene vorming geeft	beroepssecundair onderwijs	Beroepssecundair onderwijs (bso) is een vorm van secundair onderwijs in Nederland en Vlaanderen die zich richt op het aanleren van vaardigheden en kennis die direct toepasbaar zijn in een beroep. Het is bedoeld voor leerlingen die na de basisschool kiezen voor een praktische opleiding die hen voorbereidt op een specifieke beroepsrol binnen de arbeidsmarkt.	Beroepssecundair onderwijs (bso) is een vorm van secundair onderwijs in Nederland en Vlaanderen die zich richt op het aanleren van vaardigheden en kennis die direct toepasbaar zijn in een beroep. Het is bedoeld voor leerlingen die na de basisschool kiezen voor een praktische opleiding die hen voorbereidt op een specifieke beroepsrol binnen de arbeidsmarkt.	0.6715718507766724	0.7691823244094849	0.7170705795288086	0.7999929785728455	0.7907374501228333	0.8738465905189514
bucketlist	substantief	1.0	303483	303484	lijst met dingen die iemand in ieder geval nog wil doen voordat hij doodgaat	to-dolijst voordat iemand sterft	"Een ""bucketlist"" is een persoonlijke lijst van activiteiten, ervaringen of doelen die iemand graag wil voltooien voordat hij of zij overlijdt. Deze lijst kan variëren van het bezoeken van specifieke plaatsen tot het bereiken van persoonlijke mijlpalen, zoals het leren van een nieuwe vaardigheid, het maken van een lange reis, of het bijdragen aan een goed doel. Het idee achter een bucketlist is het leven ten volle te leven en bewuste keuzes te maken over wat men belangrijk vindt om te ervaren voordat het leven eindigt."	"Een ""bucketlist"" is een persoonlijke lijst van activiteiten, ervaringen of doelen die iemand graag wil voltooien voordat hij of zij overlijdt. Deze lijst kan variëren van het bezoeken van specifieke plaatsen tot het bereiken van persoonlijke mijlpalen, zoals het leren van een nieuwe vaardigheid, het maken van een lange reis, of het bijdragen aan een goed doel. Het idee achter een bucketlist is het leven ten volle te leven en bewuste keuzes te maken over wat men belangrijk vindt om te ervaren voordat het leven eindigt."	0.5947697162628174	0.7425398230552673	0.6604905724525452	0.6887560486793518	0.8112883567810059	0.9005488157272339
budgetluchtvaartmaatschappij	substantief	1.0	294568	294569	luchtvaartmaatschappij die goedkope vluchten aanbiedt	luchtvaartmaatschappij met goedkope vluchten	Budgetluchtvaartmaatschappij: luchtvaartmaatschappij die gespecialiseerd is in het aanbieden van vluchten tegen relatief lage prijzen, vaak door kosten te besparen op aspecten zoals brandstof, onderhoud, en dienstverlening, wat resulteert in lagere ticketprijzen voor consumenten. Deze maatschappijen richten zich vaak op kostenbewuste reizigers en concurreren met traditionele luchtvaartmaatschappijen om marktaandeel te winnen.	Budgetluchtvaartmaatschappij: luchtvaartmaatschappij die gespecialiseerd is in het aanbieden van vluchten tegen relatief lage prijzen, vaak door kosten te besparen op aspecten zoals brandstof, onderhoud, en dienstverlening, wat resulteert in lagere ticketprijzen voor consumenten. Deze maatschappijen richten zich vaak op kostenbewuste reizigers en concurreren met traditionele luchtvaartmaatschappijen om marktaandeel te winnen.	0.6536798477172852	0.7879624366760254	0.7145671844482422	0.6353573203086853	0.8063843250274658	0.9155259132385254
buikpijn	substantief	1.0	26785	26786	pijn in de buik, met name in de ingewanden	pijn in de buik	Buikpijn: een gevoel van ongemak of pijn in de buikstreek, die kan variëren van mild ongemak tot intense, stekende pijn. Deze pijn kan verschillende oorzaken hebben, zoals spijsverteringsproblemen, infecties, ontstekingen, of in sommige gevallen kan het wijzen op ernstigere aandoeningen zoals galstenen, nierstenen, of bepaalde vormen van kanker.	Buikpijn: een gevoel van ongemak of pijn in de buikstreek, die kan variëren van mild ongemak tot intense, stekende pijn. Deze pijn kan verschillende oorzaken hebben, zoals spijsverteringsproblemen, infecties, ontstekingen, of in sommige gevallen kan het wijzen op ernstigere aandoeningen zoals galstenen, nierstenen, of bepaalde vormen van kanker.	0.5961182117462158	0.7188522219657898	0.6517574191093445	0.6570585370063782	0.797478199005127	0.15949884057044983
Bulgaar	substantief	1.0	27140	27141	iemand die behoort tot het Bulgaarse volk	iemand uit Bulgarije	"Korte definitie: iemand uit Bulgarije
Lange definitie: iemand die behoort tot het Bulgaarse volk, afkomstig uit het land Bulgarije."	iemand die behoort tot het Bulgaarse volk, afkomstig uit het land Bulgarije.	0.862407386302948	0.9369950890541077	0.8981553912162781	0.8897852301597595	0.7575475573539734	1.0
Bulgaarse	substantief	1.0	27148	27149	vrouw die behoort tot het Bulgaarse volk	vrouw uit Bulgarije	"Korte definitie: vrouw uit Bulgarije
Lange definitie: vrouw die behoort tot het Bulgaarse volk, afkomstig uit de republiek Bulgarije."	vrouw die behoort tot het Bulgaarse volk, afkomstig uit de republiek Bulgarije.	0.8429162502288818	0.9256957769393921	0.8823687434196472	0.8597001433372498	0.6384437084197998	0.9982454776763916
bullenbijter	substantief	1.0	195615	195625	hond van Britse oorsprong met een forse lichaamsbouw, een gladde vacht, ver uit elkaar geplaatste, korte voorpoten, een massieve kop, gekenmerkt door gerimpelde wangen, een terugwijkende neus en een brede muil waarin de hoektanden naar achteren terugwijken, die eertijds ingezet werd bij stierengevechten, maar thans vooral wordt gehouden als waakhond en gezelschapshond	buldog	"bul·dog (telbaar zelfstandig naamwoord; meervoud: bullenbijters) (dierkunde)
1. buldog (ras van honden, bekend om hun krachtige kaken)
2. iemand die vastberaden en onvermoeibaar is in het nastreven van een doel, vergelijkbaar met de vastberadenheid van een buldog bij het bijten

De term 'bullenbijter' wordt vaak figuurlijk gebruikt om iemand te beschrijven die vastberaden en onvermoeibaar is in het nastreven van een doel, vergelijkbaar met de vastberadenheid van een buldog bij het bijten."	"bul·dog (telbaar zelfstandig naamwoord; meervoud: bullenbijters) (dierkunde)
1. buldog (ras van honden, bekend om hun krachtige kaken)
2. iemand die vastberaden en onvermoeibaar is in het nastreven van een doel, vergelijkbaar met de vastberadenheid van een buldog bij het bijten

De term 'bullenbijter' wordt vaak figuurlijk gebruikt om iemand te beschrijven die vastberaden en onvermoeibaar is in het nastreven van een doel, vergelijkbaar met de vastberadenheid van een buldog bij het bijten."	0.5757613778114319	0.617467999458313	0.5958857536315918	0.5489459037780762	0.6647947430610657	0.18757681548595428
bullenbijter	substantief	2.0	195615	195626	man die schrik inboezemt, met een bars voorkomen en een barse manier van handelen en die zich meestal ook weinig gelegen laat aan wat anderen denken en voelen	barse man	Bullenbijter: barse man, iemand die bekendstaat om zijn ruwe en onverzettelijke persoonlijkheid.	Bullenbijter: barse man, iemand die bekendstaat om zijn ruwe en onverzettelijke persoonlijkheid.	0.6697065234184265	0.6548376083374023	0.6621885895729065	0.6228277683258057	0.5343772172927856	0.7953556776046753
bultenaar	substantief	1.0	27187	27188	iemand met een bochel	gebochelde	"bultenaar (telbaar zelfstandig naamwoord; meervoud: bultenaars) (medisch, informeel)
1. persoon met een fysieke afwijking die gekenmerkt wordt door een of meerdere uitstulpingen of bulten, vaak als gevolg van een aangeboren aandoening of verworven letsel.

De term 'bultenaar' wordt soms pejoratief gebruikt om te verwijzen naar iemand die als onaantrekkelijk of ongewoon wordt beschouwd vanwege deze fysieke kenmerken."	"bultenaar (telbaar zelfstandig naamwoord; meervoud: bultenaars) (medisch, informeel)
1. persoon met een fysieke afwijking die gekenmerkt wordt door een of meerdere uitstulpingen of bulten, vaak als gevolg van een aangeboren aandoening of verworven letsel.

De term 'bultenaar' wordt soms pejoratief gebruikt om te verwijzen naar iemand die als onaantrekkelijk of ongewoon wordt beschouwd vanwege deze fysieke kenmerken."	0.5522357225418091	0.6863254904747009	0.6120221614837646	0.46379750967025757	0.6616854071617126	0.2594761848449707
bungalow	substantief	1.0	27212	27213	vrijstaand woonhuis met alleen een woonlaag op de begane grond vakantieverblijf in de vorm van een bungalow, meestal gelegen op een kampeerterrein of in een recreatiedomein	vrijstaand woonhuis vakantiewoning	Bungalow: vrijstaand woonhuis ontworpen met één verdieping, vaak gebruikt als vakantiewoning door zijn flexibiliteit en toegankelijkheid.	Bungalow: vrijstaand woonhuis ontworpen met één verdieping, vaak gebruikt als vakantiewoning door zijn flexibiliteit en toegankelijkheid.	0.7197334170341492	0.7163636684417725	0.7180445194244385	0.7597004771232605	0.705822229385376	0.5815316438674927
bungalow	substantief	1.1	27212	525755	vakantieverblijf in de vorm van een bungalow, meestal gelegen op een kampeerterrein of in een recreatiedomein	vakantiewoning	Bungalow: een vakantiewoning die is ontworpen met één verdieping, vaak met een open plattegrond en een terras of tuin die direct toegankelijk is vanuit de woonruimte. Dit type woning is populair voor vakantieverblijven vanwege de toegankelijkheid en het gevoel van ruimtelijkheid.	Bungalow: een vakantiewoning die is ontworpen met één verdieping, vaak met een open plattegrond en een terras of tuin die direct toegankelijk is vanuit de woonruimte. Dit type woning is populair voor vakantieverblijven vanwege de toegankelijkheid en het gevoel van ruimtelijkheid.	0.6809448003768921	0.7343491911888123	0.7066394686698914	0.7044990658760071	0.74651700258255	0.8173365592956543
burgemeesterschap	substantief	1.0	27368	27369	ambt van burgemeester het burgemeester-zijn	het burgemeester-zijn	Het burgemeesterschap: het ambt van burgemeester, waarbij een individu verantwoordelijk is voor het besturen van een gemeente of stad en het vertegenwoordigen van haar burgers. Dit omvat het leiden van de lokale overheid, het handhaven van de openbare orde, het bevorderen van de gemeenschap en het vertegenwoordigen van de gemeente in regionale en nationale aangelegenheden.	Het burgemeesterschap: het ambt van burgemeester, waarbij een individu verantwoordelijk is voor het besturen van een gemeente of stad en het vertegenwoordigen van haar burgers. Dit omvat het leiden van de lokale overheid, het handhaven van de openbare orde, het bevorderen van de gemeenschap en het vertegenwoordigen van de gemeente in regionale en nationale aangelegenheden.	0.581389307975769	0.7118237018585205	0.6400286555290222	0.6458166837692261	0.7863101363182068	0.3965919017791748
burgemeesterschap	substantief	1.1	27368	27370	vervulling van het ambt van burgemeester	het burgemeester-zijn	Het burgemeesterschap: het ambt van burgemeester, waarbij een individu verantwoordelijk is voor het besturen van een gemeente of stad en het vertegenwoordigen van haar burgers. Dit omvat het leiden van de lokale overheid, het handhaven van de openbare orde, het bevorderen van de gemeenschap en het vertegenwoordigen van de gemeente in regionale en nationale aangelegenheden.	Het burgemeesterschap: het ambt van burgemeester, waarbij een individu verantwoordelijk is voor het besturen van een gemeente of stad en het vertegenwoordigen van haar burgers. Dit omvat het leiden van de lokale overheid, het handhaven van de openbare orde, het bevorderen van de gemeenschap en het vertegenwoordigen van de gemeente in regionale en nationale aangelegenheden.	0.6290920972824097	0.7385588884353638	0.6794446706771851	0.6274461150169373	0.7863101363182068	0.21414366364479065
burgerlijke aansprakelijkheid	verbinding	1.0	907708	907710	aansprakelijkheid voor schade die iemand oploopt door de fout of nalatigheid van iemand anders	persoonlijke aansprakelijkheid voor schade	Burgerlijke aansprakelijkheid, ook wel persoonlijke aansprakelijkheid voor schade genoemd, verwijst naar de juridische verantwoordelijkheid van een individu of een rechtspersoon (zoals een bedrijf) om schade te vergoeden die zij hebben veroorzaakt aan een andere persoon of entiteit. Dit kan zowel materiële schade (zoals eigendomsschade) als immateriële schade (zoals pijn en lijden) omvatten. Deze aansprakelijkheid wordt geregeld door het burgerlijk recht en is bedoeld om slachtoffers van onrechtmatige daden te beschermen en te compenseren voor de geleden schade.	Burgerlijke aansprakelijkheid, ook wel persoonlijke aansprakelijkheid voor schade genoemd, verwijst naar de juridische verantwoordelijkheid van een individu of een rechtspersoon (zoals een bedrijf) om schade te vergoeden die zij hebben veroorzaakt aan een andere persoon of entiteit. Dit kan zowel materiële schade (zoals eigendomsschade) als immateriële schade (zoals pijn en lijden) omvatten. Deze aansprakelijkheid wordt geregeld door het burgerlijk recht en is bedoeld om slachtoffers van onrechtmatige daden te beschermen en te compenseren voor de geleden schade.	0.6394328474998474	0.7248212695121765	0.6794548630714417	0.7496760487556458	0.8060964345932007	0.8453945517539978
burn-out	substantief	1.0	27500	27501	aandoening waarbij iemand het gevoel heeft totaal opgebrand te zijn, die zich onder andere uit in fysieke, geestelijke en emotionele uitputting, een verminderde persoonlijke bekwaamheid en een verminderd zelfvertrouwen, en die vooral veroorzaakt wordt door een teveel aan stress op het werk of in de privésfeer, vooral voorkomend bij mensen met een sensitieve persoonlijkheid, een bovengemiddeld verantwoordelijkheidsgevoel en een neiging tot perfectionisme	aandoening waarbij iemand opgebrand is	Burn-out is een aandoening waarbij iemand opgebrand is als gevolg van langdurige stress en hoge werkdruk, vaak in combinatie met een gebrek aan herstelmogelijkheden, wat leidt tot uitputting van zowel fysieke als mentale bronnen. Dit kan zich uiten in symptomen zoals extreme vermoeidheid, emotionele uitputting, verminderde concentratie, en soms ook fysieke klachten zoals hoofdpijn en slaapproblemen. Het herstel van een burn-out vereist vaak professionele hulp en een aangepaste levensstijl.	Burn-out is een aandoening waarbij iemand opgebrand is als gevolg van langdurige stress en hoge werkdruk, vaak in combinatie met een gebrek aan herstelmogelijkheden, wat leidt tot uitputting van zowel fysieke als mentale bronnen. Dit kan zich uiten in symptomen zoals extreme vermoeidheid, emotionele uitputting, verminderde concentratie, en soms ook fysieke klachten zoals hoofdpijn en slaapproblemen. Het herstel van een burn-out vereist vaak professionele hulp en een aangepaste levensstijl.	0.6877496242523193	0.7091156244277954	0.6982691884040833	0.8053304553031921	0.8005068898200989	0.6075983047485352
businessplan	substantief	1.0	27549	27550	plan voor de activiteiten en financiën van een onderneming op basis waarvan financiering aangevraagd kan worden en de onderneming gestart wordt	ondernemingsplan	Businessplan: een uitgebreid document waarin de strategie, doelstellingen, marktanalyse, financiële prognoses, en operationele plannen voor een nieuwe of bestaande onderneming worden beschreven, met als doel het verkrijgen van financiering en het sturen van de bedrijfsvoering. Het is een essentieel instrument voor zowel startende ondernemers als gevestigde bedrijven om hun bedrijfsvoering te plannen en te structureren.	Businessplan: een uitgebreid document waarin de strategie, doelstellingen, marktanalyse, financiële prognoses, en operationele plannen voor een nieuwe of bestaande onderneming worden beschreven, met als doel het verkrijgen van financiering en het sturen van de bedrijfsvoering. Het is een essentieel instrument voor zowel startende ondernemers als gevestigde bedrijven om hun bedrijfsvoering te plannen en te structureren.	0.6735121607780457	0.7230972051620483	0.6974244713783264	0.7745028138160706	0.812916100025177	0.9200921058654785
buurtagent	substantief	1.0	195436	195443	politieagent die zich bezighoudt met de leefbaarheid en veiligheid in een bepaalde buurt	agent in een bepaalde buurt	Buurtagent: een politieagent die specifiek is toegewezen aan een bepaalde buurt of wijk binnen een grotere politieregio. Deze agenten zijn vaak de eerste aanspreekpunten voor de lokale gemeenschap en werken nauw samen met buurtbewoners, lokale organisaties en andere hulpdiensten om de veiligheid en leefbaarheid in hun toegewezen gebied te bevorderen en te handhaven.	Buurtagent: een politieagent die specifiek is toegewezen aan een bepaalde buurt of wijk binnen een grotere politieregio. Deze agenten zijn vaak de eerste aanspreekpunten voor de lokale gemeenschap en werken nauw samen met buurtbewoners, lokale organisaties en andere hulpdiensten om de veiligheid en leefbaarheid in hun toegewezen gebied te bevorderen en te handhaven.	0.69405597448349	0.8088199496269226	0.7470561265945435	0.7777538895606995	0.776054859161377	0.789359450340271
