Lemma	POS	MeaningNumber	LemmaID	MeaningID	DefinitionFull	DefinitionShort	model_prediction	bertscore_precision	bertscore_recall	bertscore_f1	comet22_score	cometkiwi_score	xcomet_score
Enschedeër	substantief	1.1	47072	533640	iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Enschedé	lid e.d. van een club uit Enschedé	iemand die lid of aanhanger is van een sportclub, vereniging of andere groep uit Enschede	0.9831741452217102	0.9831741452217102	0.9831741452217102	0.953305184841156	0.7905723452568054	0.9734022617340088
Enschedese	substantief	1.0	533637	538732	vrouw die afkomstig is uit Enschedé	vrouw uit Enschedé	vrouw die afkomstig is uit Enschede	0.9700608253479004	0.9700608253479004	0.9700608253479004	0.9475722908973694	0.7862954139709473	0.9525942802429199
entomoloog	substantief	1.0	47144	47145	beoefenaar van de entomologie	insectenkundige	iemand die zich voor zijn beroep of uit liefhebberij bezighoudt met de studie van insecten	0.6252651810646057	0.6957186460494995	0.6586130857467651	0.6914138197898865	0.8143420815467834	0.9392132759094238
epc	substantief	1.0	966432	966438	certificaat dat aangeeft hoe energiezuinig een gebouw is, uitgedrukt in een energiescore, met daaraan een advies gekoppeld	certificaat van energieprestatie gebouw	certificaat dat aangeeft hoeveel energie een gebouw gemiddeld per jaar verbruikt in vergelijking met soortgelijke gebouwen	0.7447799444198608	0.7280360460281372	0.7363128662109375	0.7572119832038879	0.7777063846588135	0.801753044128418
epo	substantief	1.0	47327	47328	in het bijzonder: verboden, kunstmatige, niet-lichaamseigen hormonale stof die in duursporten, met name het wielrennen, gebruikt wordt als prestatieverhogend middel en met een injectienaald in de bloedbaan wordt gespoten	erytropoëtine	erytropoëtine, een eiwit dat een belangrijke rol speelt bij de aanmaak van rode bloedcellen	0.6804231405258179	0.620753288269043	0.6492200493812561	0.4497446119785309	0.7423346042633057	0.30350932478904724
epo	substantief	2.0	47327	638557	elektronische publicatieomgeving, afgeschermde locatie op internet waarin uiteenlopende gegevens gepubliceerd en bewerkt kunnen worden	elektronische publicatieomgeving	omgeving waarin elektronische publicaties worden gemaakt en gedistribueerd	0.7748440504074097	0.7143383026123047	0.7433620095252991	0.7016817927360535	0.7191814184188843	0.9336481094360352
epo	substantief	3.0	47327	638560	(Engels) European Patent Office, het Europees Octrooibureau (EOB), dat, in het kader van het Europees Octooiverdrag, belast is met het regelen en beheren van octrooien voor de aangesloten lidstaten	European Patent Office	(Engels, letterlijk 'Europees octrooi') European Patent Office, het Europese octrooibureau	0.7936884164810181	0.692237138748169	0.7394995093345642	0.6657268404960632	0.6939177513122559	0.7080259323120117
er als een haas vandoor gaan	verbinding	1.0	903515	903522	er snel vandoor gaan	zeer snel verdwijnen	er snel vandoor gaan	0.999999463558197	0.999999463558197	0.999999463558197	0.9793943762779236	0.6001119017601013	0.8955068588256836
er glijdt een schaduw over iemands gezicht	verbinding	1.0	914279	914284	er komt een negatieve emotie op iemands gezicht	er komt een negatieve emotie op het gezicht	er komt een negatieve emotie op het gezicht van iemand	0.9427934885025024	0.9552179574966431	0.9489650130271912	0.965344250202179	0.6244889497756958	0.9272111654281616
er warmpjes in zitten	verbinding	1.0	919529	919530	rijk, vermogend, welgesteld zijn	meer dan genoeg geld hebben	over voldoende financiële middelen beschikken	0.6497634649276733	0.6671497225761414	0.6583418250083923	0.47323134541511536	0.5723198652267456	0.633460283279419
er zit een haar in de boter	verbinding	1.0	927247	927248	er zit iets niet goed	er is een probleem	er is een probleem dat moet worden aangepakt	0.6918779611587524	0.7382249236106873	0.7143004536628723	0.621863842010498	0.6002278327941895	0.82901531457901
erotica	substantief	1.0	47641	47642	erotische artikelen zoals lectuur, films, lingerie, stimulantia, speeltjes en dies meer	erotische artikelen	verzameling van erotische artikelen	0.8298718929290771	0.6873012185096741	0.751887857913971	0.6607100963592529	0.7194169163703918	0.881191611289978
ersatz	substantief	1.0	47656	47657	iets van een mindere kwaliteit of geschiktheid wat gebruikt wordt ter vervanging van iets anders, vaak omdat dat laatste niet beschikbaar is iemand die door de afwezigheid van iemand anders dient als diens vervanger	vervangingsmiddel vervanger	vervangingsmiddel iemand die iemand anders vervangt	0.7533191442489624	0.6559857130050659	0.7012912631034851	0.4873703420162201	0.625789999961853	0.7596854567527771
ersatz	substantief	2.0	47656	47658	soort inpakpapier, gemaakt uit zuivere celstof, transparant grijs van kleur en vooral gebruikt in bakkerijen, vishandels en horecabedrijven	inpakpapier	papier dat gebruikt wordt om zaken in te pakken	0.6908993721008301	0.6162912845611572	0.6514661908149719	0.4246654212474823	0.5755519866943359	0.5788706541061401
ersatz	substantief	1.1	47656	47659	iemand die door de afwezigheid van iemand anders dient als diens vervanger	vervanger	iemand die iemand anders vervangt	0.8592605590820312	0.7435524463653564	0.7972300052642822	0.6952152848243713	0.7894312739372253	0.9387155771255493
erwt	substantief	1.0	47729	47730	bolrond, meestal groen zaadje uit de peulvrucht van vlinderbloemige planten van het geslacht Pisum, dat als groente gegeten wordt	kleine, bolronde groente geheel van peul en de erwten erin	kleine, bolronde groente geheel van peul en de erwten erin	0.7256996631622314	0.6666645407676697	0.6949305534362793	0.45303890109062195	0.4951365292072296	0.39633873105049133
erwt	substantief	2.0	47729	515809	iets wat op een erwt lijkt	klein, bolrond voorwerp	klein, bolrond voorwerp, meestal met een groene of groen-gele kleur	0.558577299118042	0.6246663331985474	0.5897761583328247	0.5884203910827637	0.7060941457748413	0.868449330329895
erwt	substantief	3.0	47729	47731	vlinderbloemige plant waarvan de erwten die we eten de zaden zijn	erwtenplant	loofrijke plant met veelal groene of groen-gele bladstengels, waarvan de erwten als groente gegeten worden	0.6876353025436401	0.7784719467163086	0.7302395701408386	0.738781213760376	0.7148021459579468	0.8509788513183594
erwt	substantief	1.1	47729	515811	geheel van peul en de erwten erin als vrucht van de plant	geheel van peul en de erwten erin	geheel van peul en de erwten erin	0.9417237043380737	0.8348509073257446	0.8850727677345276	0.6140847206115723	0.4116603434085846	0.8565965890884399
esplanade	substantief	1.0	47837	47838	uitgestrekt voorplein vóór een groot gebouw, een monument of een andere bezienswaardigheid, waar men kan wandelen	groot voorplein	groot voorplein aan de voorkant van een gebouw of gebouwencomplex	0.7836296558380127	0.7059845328330994	0.7427834272384644	0.6776918768882751	0.7451521158218384	0.8669291138648987
Essense	substantief	1.0	533670	538828	vrouw die afkomstig is uit Essen	vrouw uit Essen	vrouw die afkomstig is uit Essen	0.9999997615814209	0.9999997615814209	0.9999997615814209	0.9794401526451111	0.7495070695877075	0.9341986179351807
etappewedstrijd	substantief	1.0	47959	47960	wielerwedstrijd die bestaat uit meerdere ritten op verschillende dagen	wielerwedstrijd	wielerwedstrijd die uit een aantal etappes bestaat	0.8727939128875732	0.8469828367233276	0.8596947193145752	0.893775999546051	0.7311129570007324	0.9433944225311279
Ethiopiër	substantief	1.0	48046	48047	iemand met de Ethiopische nationaliteit	iemand uit Ethiopië	iemand die behoort tot het Ethiopische volk	0.8359212279319763	0.8512406349182129	0.8435114026069641	0.790885865688324	0.8242916464805603	0.9668071269989014
etnografie	substantief	1.0	48121	48122	beschrijving van de sociale, culturele en linguïstische kenmerken van een samenleving etnografische publicatie	beschrijving van een samenleving	uitbeelding in woord of bewegend beeld die een bepaalde samenleving typerend voorstelt	0.6948274374008179	0.6812425851821899	0.6879679560661316	0.6229425072669983	0.6274994611740112	0.6077562570571899
etnografie	substantief	2.0	48121	48123	rassenleer in de dierkunde en de diergeneeskunde	dierkundige rassenleer	wetenschap die zich bezighoudt met de biologische eigenschappen en de ontwikkeling van mensen, dieren en planten	0.6973341703414917	0.716584324836731	0.7068281769752502	0.5864265561103821	0.7194595336914062	0.39557334780693054
etsgrond	substantief	1.0	48205	48206	substantie of deklaag die men op een etsplaat aanbrengt en die de gedeelten daarvan beschermt die niet door de bijtende chemische etsvloeistof mogen worden aangetast	substantie waarin men etst	substantie die geschikt is voor het aanbrengen van een ets	0.766834020614624	0.6844998002052307	0.7233315706253052	0.5909711718559265	0.4949560761451721	0.5984085202217102
EU	substantief	1.0	48270	48271	Europese Unie, Europese, supranationale verdragsorganisatie met eigen bevoegdheden, waarbij de meeste landen van Europa aangesloten zijn en die verregaande samenwerking tussen de lidstaten beoogt op politiek, monetair, militair, sociaaleconomisch en juridisch gebied	Europese Unie	(Frans, letterlijk 'Europese Unie') Europese Unie, samenwerkingsverband tussen de EU-lidstaten	0.734848141670227	0.6491374969482422	0.6893388032913208	0.5494664907455444	0.7053830027580261	0.3397883474826813
euro	substantief	1.0	48456	48457	munteenheid van de Europese Economische en Monetaire Unie bedrag of geldeenheid ter waarde van één euro euromuntstuk, meestal een munt ter waarde van één euro	Europese munteenheid bedrag ter waarde van één euro euromuntstuk	munteenheid van de Europese Unie bedrag of geldeenheid ter waarde van één euro muntstuk ter waarde van één euro	0.9381449222564697	0.8512054085731506	0.8925631046295166	0.8777181506156921	0.5034121870994568	0.870914101600647
euro	substantief	1.1	48456	48459	bedrag of geldeenheid ter waarde van één euro	bedrag ter waarde van één euro	bedrag of geldeenheid ter waarde van één euro	1.0	1.0	1.0	0.9744890332221985	0.7122095823287964	0.9566798210144043
euro	substantief	1.2	48456	48460	euromuntstuk, meestal een munt ter waarde van één euro	euromuntstuk	muntstuk ter waarde van een euro	0.89815753698349	0.8300114870071411	0.8627409338951111	0.8681560158729553	0.7052774429321289	0.9265357255935669
eurogebied	substantief	1.0	48528	48529	gebied, zone waar de euro als officiële munteenheid of wettig betaalmiddel geldt	eurozone	gebied waarin de euro als officiële munteenheid geldt	0.9458646774291992	0.8324351906776428	0.8855323791503906	0.9093644022941589	0.8076140880584717	0.9391905069351196
Europese kanarie	verbinding	1.0	923943	923945	kanarie met een geel, donkergestreept verenkleed die veel in Midden-Europa en Zuid-Europa voorkomt	soort kanarie	kanarie die oorspronkelijk afkomstig is uit Zuid-Europa en die als kooivogel en volièrevogel in vele verschillende kleuren wordt gekweekt	0.7011247277259827	0.7180682420730591	0.7094953060150146	0.5979968905448914	0.45566031336784363	0.49343082308769226
Europese meerval	verbinding	1.0	319881	902000	grote zoetwatervis met zes baarddraden en een afgeplatte bek	grote zoetwatervis met een afgeplatte bek	grote zoetwatervis zonder zwemblaas met een afgeplatte bek, die in zoet water, zout water en brak water voorkomt	0.7662017345428467	0.8422567844390869	0.8024311065673828	0.6311747431755066	0.5916897654533386	0.5391996502876282
Europese nerts	verbinding	1.0	899618	899619	nerts uit Europa met een witte tekening op de kin en bovenlip	soort nerts	zoogdier dat behoort tot de familie der marterachtigen en dat vooral voorkomt in Europa, Azië en Noord-Afrika	0.6374713182449341	0.65313720703125	0.6452091932296753	0.4813324511051178	0.473394513130188	0.2861171364784241
Europese rivierkreeft	verbinding	1.0	901991	901992	kreeftachtige met vijf paar poten, waarvan een paar met scharen, die leeft in stilstaand of langzaam stromend zoet water in Europa	kreeftachtige die leeft in Europa	kreeftachtige die in zoet water, zout water en brak water voorkomt en die in sommige landen als delicatesse wordt gegeten	0.7520617246627808	0.7248586416244507	0.73820960521698	0.577366828918457	0.5508615374565125	0.2700471878051758
Europese zeekreeft	verbinding	1.0	900038	900039	grote, donkerblauwe pantserkreeft met sterke scharen die voorkomt in de Noordzee en de Middellandse Zee	grote, donkerblauwe pantserkreeft	grote, donkerblauwe pantserkreeft uit de Noordzee en de Middellandse Zee	0.9540505409240723	0.8802202939987183	0.9156495928764343	0.8615216016769409	0.558199942111969	0.8821072578430176
ever	substantief	1.0	48825	48826	zoogdier dat sterk op het varken lijkt, maar dat daarvan verschilt door zijn donkere borstelige vacht en de twee naar boven gekromde slagtanden die het mannetje heeft, en dat in grote delen van de wereld in het wild leeft, vooral in bosrijke omgevingen	wild zwijn	zoogdier dat behoort tot de familie van de varkens en dat in grote delen van de wereld in het wild leeft	0.8614660501480103	0.691900372505188	0.7674282789230347	0.5978451371192932	0.5770525932312012	0.37902045249938965
ever	substantief	2.0	48825	310040	relatief klein platbodemschip met zijzwaarden en een of twee masten	platbodem met zijzwaarden	platbodem met zijzwaarden aan de zijkant van het schip	0.788402259349823	0.7622606754302979	0.7751111388206482	0.7542316317558289	0.47891753911972046	0.5354927778244019
exalteren	werkwoord	1.0	49069	49070	iets door waardering of door het belang of prestige dat men eraan toekent hoog boven andere zaken verheffen	ophemelen	iets of iemand ophemelen	0.7369343042373657	0.6633845567703247	0.6982278823852539	0.38424235582351685	0.5919010639190674	0.6807264685630798
ex-communist	substantief	1.0	48901	48902	iemand die vroeger een communist was	voormalig communist	iemand die vroeger communist was	0.9700525999069214	0.9405244588851929	0.9550603628158569	0.8839259147644043	0.8322553038597107	0.9742822647094727
ex-directrice	substantief	1.0	48910	48911	iemand die vroeger directrice was	voormalig directrice	vrouw die vroeger directrice was	0.9558815956115723	0.9558815956115723	0.9558815956115723	0.8964630961418152	0.7437472343444824	0.8369823098182678
ex-echtgenoot	substantief	1.0	48918	48919	iemand die vroeger iemands echtgenoot was maar met wie de relatie beëindigd is	voormalig echtgenoot	iemand die vroeger iemands echtgenoot was	0.9177669286727905	0.7711607813835144	0.8381008505821228	0.7521864175796509	0.7553431391716003	0.9612051248550415
ex-hoofdredacteur	substantief	1.0	48932	48933	iemand die vroeger hoofdredacteur was	voormalig hoofdredacteur	iemand die vroeger hoofdredacteur was	1.0000001192092896	1.0000001192092896	1.0000001192092896	0.9766314625740051	0.8008866310119629	0.9647774696350098
ex-kampioene	substantief	1.0	48948	48949	vrouw die vroeger kampioen was	voormalig kampioene	vrouw die vroeger kampioen was	1.0	1.0	1.0	0.9660031795501709	0.737190842628479	0.906360387802124
ex-leerling	substantief	1.0	48956	48957	iemand die vroeger leerling van een school was	voormalig leerling	iemand die vroeger leerling van een school was	0.9999997615814209	0.9999997615814209	0.9999997615814209	0.975654661655426	0.8087539076805115	0.9584858417510986
ex-lerares	substantief	1.0	48962	48963	vrouw die vroeger lerares was	voormalig lerares	vrouw die vroeger lerares was	1.0000001192092896	1.0000001192092896	1.0000001192092896	0.9783090353012085	0.7383500933647156	0.9494441747665405
ex-man	substantief	1.0	48966	48967	iemand die vroeger iemands echtgenoot was maar met wie de relatie beëindigd is	voormalig echtgenoot	iemand die vroeger iemands echtgenoot was	0.9177669286727905	0.7711607813835144	0.8381008505821228	0.7507734298706055	0.7664523124694824	0.9589316844940186
exmoorpony	substantief	1.0	297513	297516	kleine, sterke pony die nog in het wild voorkomt in Exmoor in het zuidwesten van Engeland en die meestal een donkere kleur heeft met een meelsnuit	pony uit Exmoor	kleine pony die afkomstig is uit het Engelse graafschap Exmoor	0.8242913484573364	0.7095563411712646	0.7626326084136963	0.5499178171157837	0.6825960874557495	0.7414648532867432
expat	substantief	1.0	49345	49346	iemand die tijdelijk voor een bepaalde periode in een goede baan bij een internationale organisatie in een ander land werkt en daarom daar verblijft	iemand die in het buitenland werkt	iemand die tijdelijk in het buitenland werkt	0.8366880416870117	0.7393616437911987	0.7850196957588196	0.7449858784675598	0.8090768456459045	0.9034020900726318
ex-patiënt	substantief	1.0	48983	48984	iemand die vroeger patiënt was	voormalig patiënt	iemand die vroeger patiënt was	0.9999998807907104	0.9999998807907104	0.9999998807907104	0.9739733338356018	0.8078370690345764	0.960647463798523
exportgericht	adjectief	1.0	49484	49485	afgestemd, toegespitst op de export	gericht op de export	afgestemd op de export	0.929039716720581	0.8586968183517456	0.8924843668937683	0.9073212742805481	0.6997310519218445	0.939600944519043
ex-staatssecretaris	substantief	1.0	49022	49023	iemand die vroeger staatssecretaris was	voormalig staatssecretaris	iemand die vroeger staatssecretaris was	0.9999998807907104	0.9999998807907104	0.9999998807907104	0.9775171875953674	0.8039002418518066	0.9653235673904419
ex-topman	substantief	1.0	49028	49029	iemand die vroeger topman was	voormalig topman	iemand die vroeger een topman was	0.9392843842506409	0.9657758474349976	0.9523459076881409	0.8985989093780518	0.8233394622802734	0.969280481338501
ex-voetbalster	substantief	1.0	49040	533253	voetballer die vroeger uitblonk in het voetballen	voormalig topvoetballer	iemand die vroeger voetballer was	0.8259482979774475	0.7394683361053467	0.7803195714950562	0.6138578653335571	0.7847776412963867	0.9132351875305176
ex-voetbalster	substantief	2.0	49040	49041	vrouw die vroeger voetballer was	vrouw die gevoetbald heeft	vrouw die vroeger voetbal speelde	0.9263743162155151	0.9263743162155151	0.9263743162155151	0.9164828062057495	0.7937331795692444	0.9280765056610107
ex-vriendin	substantief	1.0	49048	49049	iemand die vroeger iemands vriendin was maar met wie de relatie is beëindigd	voormalige vriendin	vrouw met wie iemand een bepaalde relatie heeft gehad	0.7898108959197998	0.7261394262313843	0.7566380500793457	0.6254301071166992	0.6845685243606567	0.7568899989128113
ex-wereldkampioen	substantief	1.0	49052	49053	club die of team dat vroeger wereldkampioen was	voormalig wereldkampioen	iemand die vroeger wereldkampioen was	0.8937052488327026	0.8175371289253235	0.8539260625839233	0.700764000415802	0.8279289603233337	0.8650269508361816
faken	werkwoord	1.0	49869	49870	iets voorwenden	voorwenden	zich voordoen als iemand anders	0.7078648805618286	0.7249387502670288	0.7163000702857971	0.48603999614715576	0.7070837020874023	0.9200416803359985
fakenieuws	substantief	1.0	655114	889983	nieuws dat meestal onwaar is en niet gebaseerd op feiten, maar dat door iemand bewust verspreid wordt om de publieke opinie op suggestieve wijze te beïnvloeden	bewust verspreid onwaar nieuws	bewust verspreid onwaar nieuws, bijvoorbeeld via sociale media, dat niet gebaseerd is op de werkelijkheid, maar dat wel de indruk wekt de werkelijkheid weer te geven	0.7664921283721924	0.7437689304351807	0.7549595832824707	0.7894981503486633	0.7258665561676025	0.923945426940918
falabella	substantief	1.0	297528	297536	minipaardje dat zijn naam ontleent aan een zekere familie Falabella uit Argentinië die met kleine paardjes begon te fokken	minipaardje	klein paardje dat afkomstig is uit Argentinië en dat vaak gebruikt wordt als rijdier en trekdier	0.7389419674873352	0.7033121585845947	0.7206869721412659	0.5933133363723755	0.5177015662193298	0.7275882363319397
fantoomgeluid	substantief	1.0	293030	293031	symptoom van tinnitus dat bestaat uit een aanhoudend geluid, bijvoorbeeld gesuis, gepiep of gebrom, dat alleen voor iemand zelf hoorbaar is	oorsuizing als symptoom van tinnitus	symptoom van tinnitus (oorsuizen) dat bestaat uit een geluid dat alleen door iemand zelf wordt waargenomen en niet door anderen	0.852275013923645	0.8004918098449707	0.8255721926689148	0.8057756423950195	0.6206967830657959	0.862973690032959
fantoomgeluid	substantief	2.0	293030	869978	extern geluid dat geen aanwijsbare bron heeft en dus door een spook veroorzaakt lijkt	schijnbaar door spook veroorzaakt geluid	schijnbaar door een spook veroorzaakt geluid	0.8333982825279236	0.7785553932189941	0.8050438761711121	0.7962034940719604	0.6915128231048584	0.9224530458450317
farceur	substantief	1.0	365419	485454	iemand die lachwekkende opvattingen verkondigt, of voorstellen doet die beter niet ernstig genomen kunnen worden	iemand die flauwekul vertelt	iemand die flauwekul vertelt of die flauwekul vertelt	0.6682683229446411	0.6299571394920349	0.6485474705696106	0.2961007058620453	0.44735345244407654	0.6714231371879578
farm-to-table	substantief	1.0	503946	503947	concept waarbij ervan wordt uitgegaan dat het goed is als restaurants of consumenten lokaal verbouwde en geproduceerde ingrediënten gebruiken, liefst direct van de boer of producent afgenomen	concept gebaseerd op lokaal voedsel	concept waarbij lokaal geproduceerd voedsel rechtstreeks van de boer op het bord van de consument terechtkomt	0.7826063632965088	0.728060781955719	0.754348874092102	0.7800019979476929	0.8048755526542664	0.9161311388015747
fashionblog	substantief	1.0	578784	578868	weblog over fashion	blog over fashion	weblog over mode en kleding	0.8396236300468445	0.9177244901657104	0.8769385814666748	0.9073679447174072	0.781575620174408	0.9144587516784668
fashionvictim	substantief	1.0	870899	870902	iemand die geobsedeerd is door mode en die slaafs de modetrends volgt en die hier soms ook klachten van ondervindt	iemand die slaafs de modetrends volgt	iemand die slaafs en slaafs de modetrends volgt	0.839509129524231	0.724364161491394	0.7776976823806763	0.5052567720413208	0.3750334680080414	0.5312290191650391
fatsoenskloof	substantief	1.0	303198	303199	kloof die bestaat tussen verschillende groepen waarbij de ene groep wel fatsoen zou hebben en de andere niet	kloof tussen mensen mbt fatsoensnormen	sociaal-economische kloof tussen verschillende groepen mensen, bijvoorbeeld tussen mensen met een hoog opleidingsniveau en mensen met een laag opleidingsniveau	0.6755663752555847	0.6869391202926636	0.6812053322792053	0.6101425886154175	0.6305235624313354	0.4530666470527649
FBI-agent	substantief	1.0	50357	960737	iemand die als agent in dienst is van de Federal Bureau of Investigation, de binnenlandse veiligheidsdienst van de Verenigde Staten	agent van de FBI	iemand die voor zijn beroep werkzaam is bij de Amerikaanse inlichtingendienst FBI	0.7997024059295654	0.7780830264091492	0.7887445688247681	0.7762831449508667	0.7748556137084961	0.9238722324371338
Februaristaking	substantief	1.0	50439	50440	op 25 en 26 februari 1941 gehouden, vooral door communisten en verzetslieden georganiseerde staking die in Amsterdam begon en zich daarna uitbreidde naar verschillende Noord-Hollandse plaatsen en de stad Utrecht, bedoeld als massaal protest tegen de Duitse bezetter en vooral tegen diens anti-Joodse maatregelen	historische staking in februari 1941	historische staking die plaatsvond in februari 1941	0.7618582248687744	0.6062801480293274	0.6752234101295471	0.4953758418560028	0.7978244423866272	0.4190506041049957
Februaristaking	substantief	2.0	50439	50441	staking die gehouden wordt in de maand februari	staking in februari	staking die plaatsvindt in de maand februari	0.9234248995780945	0.945259153842926	0.9342144131660461	0.9122971296310425	0.7900410294532776	0.9506959915161133
februarizon	substantief	1.0	50461	50462	licht en warmte van de zon in februari	zon in februari	licht en warmte van de zon in februari	1.0	1.0	1.0	0.976432740688324	0.5226654410362244	0.956788182258606
felicitatiebrief	substantief	1.0	437248	518792	brief waarin men iemand feliciteert met iets	brief die een felicitatie bevat	brief waarin iemand een felicitatie krijgt	0.8477842807769775	0.8485502004623413	0.8481670618057251	0.8415494561195374	0.7837893962860107	0.9237866401672363
fenol	substantief	1.0	50666	50667	uit kleurloze, doorschijnende en gemakkelijk oplosbare kristallen bestaande stof die geproduceerd wordt uit steenkoolteer of op synthetische wijze wordt verkregen en onder meer wordt gebruikt voor de vervaardiging van synthetische vezels voor kleding, epoxyharsen en in ontsmettingsmiddelen organische, aromatische verbinding met een moleculestructuur zoals fenol	kristalvormige stof uit steenkoolteer fenolachtige verbinding	kristalvormige stof die men uit steenkoolteer verkrijgt door stoomdestillatie fenolachtige verbinding uit steenkoolteer	0.7342770099639893	0.654948353767395	0.6923477649688721	0.4463544487953186	0.6554268598556519	0.6627075672149658
fenol	substantief	1.1	50666	50668	organische, aromatische verbinding met een moleculestructuur zoals fenol	fenolachtige verbinding	fenolachtige verbinding, meestal in de vorm van een kleurloze, reukloze vloeistof, die onder meer gebruikt wordt als oplosmiddel, verdunningsmiddel en schoonmaakmiddel	0.6421028971672058	0.7360414862632751	0.6858706474304199	0.6443962454795837	0.7402581572532654	0.5243052244186401
fietsenmaker	substantief	1.0	50891	50892	iemand die fietsen maakt, verkoopt en herstelt voor zijn beroep bedrijf waar fietsen gemaakt worden	iemand die fietsen maakt fietsenfabriek werkplaats of winkel	iemand die voor zijn beroep of uit liefhebberij fietsen maakt werkplaats of winkel waar fietsen worden gemaakt en verkocht	0.7706942558288574	0.8121862411499023	0.790896475315094	0.80436772108078	0.7695356607437134	0.9210062026977539
fietsenmaker	substantief	1.1	50891	50893	bedrijf waar fietsen gemaakt worden	fietsenfabriek	fabriek waar fietsen worden vervaardigd	0.828635573387146	0.8778815269470215	0.8525480031967163	0.8967921137809753	0.7583602070808411	0.9437707662582397
fietsenmaker	substantief	1.2	50891	50894	ruimte waarin fietsen gemaakt, gerepareerd of verkocht worden	werkplaats of winkel	werkplaats of winkel waar fietsen en de bijbehorende accessoires verkocht en gerepareerd worden	0.7669153809547424	0.8917026519775391	0.8246148228645325	0.843403160572052	0.7267414927482605	0.9218586683273315
fietsenwinkelier	substantief	1.0	50909	50910	iemand die voor zijn beroep een fietsenwinkel uitbaat	uitbater van een fietsenwinkel	iemand die voor zijn beroep een fietsenwinkel uitbaat	1.0000001192092896	1.0000001192092896	1.0000001192092896	0.980562150478363	0.7816369533538818	0.9796773195266724
fietsersairbag	substantief	1.0	482590	484610	airbag aan de voorkant van een auto die fietsers beschermt in geval van een aanrijding	airbag die fietsers beschermt	airbag die speciaal is ontworpen om fietsers te beschermen tegen een aanrijding	0.8171792030334473	0.8164774179458618	0.816828191280365	0.819985568523407	0.7612297534942627	0.9495738744735718
filesharing	substantief	1.0	51145	576889	het beschikbaar stellen en delen van computerbestanden, vooral muziek- en videobestanden, aan andere gebruikers van een netwerk, meestal via internet	het delen van computerbestanden	het delen van computerbestanden, bijvoorbeeld muziekbestanden, op internet	0.9085750579833984	0.796248197555542	0.8487111330032349	0.8387320637702942	0.8032568693161011	0.9598338603973389
filmacademiedocent	substantief	1.0	51200	51201	docent die op een filmacademie lesgeeft	docent op een filmacademie	docent die op een filmacademie lesgeeft	1.0	1.0	1.0	0.9806525111198425	0.7712062001228333	0.9739764928817749
filmavond	substantief	1.0	51208	51209	bijeenkomst 's avonds, georganiseerd om film te kijken	bijeenkomst 's avonds voor een filmvertoning	bijeenkomst 's avonds, georganiseerd om een filmvertoning te houden	0.9111897349357605	0.9317206740379333	0.921340823173523	0.8685433268547058	0.7412025928497314	0.9705994129180908
filmavond	substantief	2.0	51208	204695	avond die men doorbrengt door film te kijken	avond waarin men film kijkt	avond die men besteedt aan het kijken naar een film	0.8346500992774963	0.8372687697410583	0.8359573483467102	0.8578037023544312	0.7854998111724854	0.9556072950363159
filterkoffie	substantief	1.0	51438	51439	kop of mok filterkoffie gemalen poeder van gebrande koffiebonen, waarmee men filterkoffie zet	gefilterde koffie portie filterkoffie poeder van koffiebonen	gefilterde koffie hoeveelheid, portie filterkoffie poeder van koffiebonen	0.8008142709732056	0.7819222211837769	0.7912554740905762	0.6477921605110168	0.5517228245735168	0.6188331842422485
filterkoffie	substantief	1.2	51438	51441	hoeveelheid, portie filterkoffie	portie filterkoffie	hoeveelheid, portie filterkoffie	1.0	1.0	1.0	0.959893524646759	0.5704758167266846	0.9234107732772827
filterkoffie	substantief	1.3	51438	51442	gemalen poeder van gebrande koffiebonen, waarmee men filterkoffie zet	poeder van koffiebonen	poeder van koffiebonen dat door middel van een koffiezetapparaat of koffiemachine wordt opgelost in heet water	0.7513543367385864	0.7757091522216797	0.7633375525474548	0.7147709131240845	0.7070887088775635	0.8400051593780518
fitboy	substantief	1.0	946074	946650	jongen of jongeman die zeer veel tijd besteedt aan fitness om een zo gespierd en afgetraind mogelijk lichaam te krijgen en die daartoe ook vaak een speciaal dieet volgt	jongen die veel fitnest	jongen die zeer veel tijd doorbrengt in de sportschool om zijn lichaam te ontwikkelen	0.8138368129730225	0.7292348742485046	0.7692165970802307	0.6978598833084106	0.7925135493278503	0.8400850296020508
flamberen	werkwoord	1.0	51678	51679	een gerecht overgieten met drank met een hoog alcoholgehalte en deze vervolgens aansteken om het bereide voedsel verder op smaak te brengen	drank op een gerecht aansteken	drank op een gerecht aansteken met een brander of met een gasbrander	0.7447248697280884	0.6936595439910889	0.7182857990264893	0.4619796872138977	0.40759456157684326	0.6524538397789001
flamberen	werkwoord	2.0	51678	51680	een geslacht dier ontdoen van haren of veren door deze met vuur weg te schroeien	haar of veren wegschroeien	haar of veren wegschroeien met een vlam	0.7778003215789795	0.7363471984863281	0.7565063238143921	0.6127831339836121	0.559371829032898	0.6881916522979736
flats	substantief	1.0	319007	969383	vlaaivormige hoop koeienpoep	koeienvlaai	lekkernij die bestaat uit een mengsel van melk, eieren, suiker, kaneel, kaneelstokjes, kaneelstokjes, kaneelstokjes, kaneelstokjes, kaneelstokjes, kaneelstokjes en kaneelstokjes	0.5537817478179932	0.6092296838760376	0.5801839828491211	0.32447054982185364	0.34359875321388245	0.20375601947307587
